total+总收益率%,total+交易胜率%,total+盈亏比,total+交易次数,total+最大回撤%,strategy_name
13.193,40.23,1.789,261.0,6.926,tsi_higher_signal^10^3^3^EMA|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.199,37.264,2.08,212.0,7.374,rvi_higher_signal^14^6|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&aroon_diff_crossunder0^89|trailing_stop^34^1.5
13.206,38.4,1.963,250.0,6.928,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
13.228,49.754,1.305,203.0,5.443,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^100^80|price_crossover_sma_2^230|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
13.233,39.535,1.867,258.0,6.901,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
13.27,43.123,1.572,269.0,7.556,tsi_neutral^160^48^20.0^-20.0^EMA|stoch_d_neutral^17^14^5^80^20&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.274,42.449,1.635,245.0,6.573,tsi_neutral^160^48^20.0^-20.0^EMA|tsi_neutral^16^10^30.0^-30.0^SMA&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.281,42.593,1.83,162.0,3.662,aroon_diff_higher0^80|kdj_k_higher_d^8^4^2&rsi_crossover50^8|price_crossover_ema^120|rvi_crossover_signal^100^80&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.286,57.592,0.907,191.0,5.931,tsi_neutral^160^48^20.0^-20.0^EMA|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|roc_crossover0^210|rvi_crossover_signal^100^80&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.287,83.333,12.485,12.0,0.585,kdj_d_neutral^20^14^6^80^20|adx_higher_threshold^210.0^5.0&trix_crossover_signal^160^128|bb_price_crossover_low_2^70.0^2.5|smacd_crossover_signal_3^210^546^273&bb_price_crossunder_high^34^2|trailing_stop^34^2.5
13.287,83.333,12.485,12.0,0.585,kdj_d_neutral^20^14^6^80^20|adx_higher_threshold^210.0^5.0&trix_crossover_signal^160^128|bb_price_crossover_low_2^70.0^2.5|smacd_crossover_signal_3^210^546^273&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.303,38.298,2.006,235.0,7.119,tsi_higher_signal^10^3^3^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
13.304,42.06,1.667,233.0,5.919,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.333,38.916,2.006,203.0,5.246,tsi_neutral^160^48^20.0^-20.0^EMA|smi_d_neutral^180^162^126^25.0^-25.0^EMA&price_crossover_ema^12|emacd_start_increase^200^320|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
13.342,39.676,1.862,247.0,6.148,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
13.345,55.34,0.969,206.0,10.465,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|price_crossover_ema^120|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.354,44.269,1.52,253.0,6.102,kc_neutral^8.0^8.0^1.7|tsi_neutral^16^10^30.0^-30.0^SMA&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.357,57.143,0.909,196.0,6.037,rsi_neutral^90^65^35|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.359,39.834,1.875,241.0,5.955,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
13.362,47.964,1.378,221.0,5.736,tsi_neutral^160^48^20.0^-20.0^EMA|rvi_signal_neutral^50^30^15.0^-15.0^EMA&rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
13.377,48.858,1.279,219.0,7.884,bb_neutral^12.0^2.0999999999999996|tsi_neutral^160^48^20.0^-20.0^EMA&adx_plus_crossover_minus^8|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
13.382,37.594,2.414,133.0,3.788,sma_fast_higher_slow^60^96|kc_neutral^8.0^8.0^1.7&price_crossover_ema^120|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&trailing_stop^34^1.5|trailing_stop^34^3.5
13.388,37.168,2.633,113.0,4.048,aroon_diff_higher0^80|smacd_histogram_increase^140^308^84&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.396,46.983,1.386,232.0,7.734,rsi_neutral^90^65^35|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.398,53.922,1.036,204.0,9.599,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|bb_price_crossover_high_2^160.0^1.9|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.4,56.158,0.943,203.0,7.559,bb_neutral^10.0^2.5|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.439,57.789,0.89,199.0,7.582,bb_neutral^12.0^2.0999999999999996|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.441,42.391,1.617,276.0,7.656,tsi_neutral^160^48^20.0^-20.0^EMA|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.457,37.363,2.281,182.0,5.304,sma_fast_higher_slow^60^96|tsi_neutral^160^48^20.0^-20.0^EMA&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.459,45.143,1.623,175.0,3.554,kdj_k_overbought^80^56^50|bb_neutral^12.0^2.0999999999999996&adx_plus_crossover_minus^8|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.462,51.351,1.259,185.0,4.283,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&emacd_start_increase^200^320|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
13.519,53.431,1.058,204.0,9.113,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|bb_price_crossover_high_2^230.0^2.0999999999999996|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.524,50.27,1.306,185.0,4.52,bb_neutral^12.0^2.0999999999999996|tsi_neutral^160^48^20.0^-20.0^EMA&emacd_start_increase^220^616|rvi_crossover_signal^100^80|stoch_k_crossover50^100^70&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.525,57.36,0.912,197.0,6.307,smi_neutral^11^7^30.0^-30.0^EMA|rvi_neutral^17^20.0^-20.0^SMA&rsi_crossover50^8|rvi_crossover_signal^110^77|rvi_crossover0^170^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.528,36.683,2.184,199.0,6.555,tsi_higher_signal^10^3^3^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&aroon_diff_crossunder0^109|trailing_stop^34^1.5
13.554,38.397,2.002,237.0,7.304,rvi_higher_signal^14^6|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
13.556,38.76,1.932,258.0,6.524,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
13.566,49.761,1.282,209.0,5.766,kc_neutral^8.0^8.0^1.7|kdj_d_neutral^20^14^6^80^20&rvi_crossover_signal^110^77|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.568,52.475,1.11,202.0,6.936,bb_neutral^12.0^2.0999999999999996|rsi_neutral^90^65^35&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^2.5
13.59,37.791,2.258,172.0,3.944,aroon_diff_higher0^80|emacd_increase^10^18&rsi_crossover50^8|price_crossover_ema^120|adx_plus_crossover_minus^8&roc_crossunder0^59|trailing_stop^34^1.5
13.615,55.276,0.987,199.0,8.811,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|bb_price_crossover_high_2^160.0^1.9|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.618,37.0,2.222,200.0,7.462,rvi_higher_signal^14^6|smi_neutral^240^192^30.0^-30.0^EMA&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80&roc_crossunder0^59|trailing_stop^34^1.5
13.623,57.5,0.905,200.0,7.955,bb_neutral^10.0^2.5|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|rvi_crossover0^170^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.646,40.84,1.752,262.0,6.901,tsi_higher_signal^10^3^3^EMA|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.654,40.8,1.785,250.0,7.525,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|smacd_histogram_start_increase_2^180^504^126|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.657,37.745,2.115,204.0,7.331,tsi_neutral^160^48^20.0^-20.0^EMA|smi_d_neutral^180^162^126^25.0^-25.0^EMA&rsi_crossover50^8|price_crossover_ema^120|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
13.684,51.381,1.265,181.0,4.304,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&emacd_start_increase^200^320|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
13.687,36.19,2.228,210.0,9.537,tsi_neutral^160^48^20.0^-20.0^EMA|mass_higher1^16^8&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
13.688,49.302,1.304,215.0,6.355,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rvi_crossover_signal^110^77|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.695,48.673,1.286,226.0,6.889,bb_neutral^10.0^2.5|bb_neutral^12.0^2.0999999999999996&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
13.696,43.29,1.6,231.0,4.965,smi_neutral^11^7^30.0^-30.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.7,54.146,1.026,205.0,9.354,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|bb_price_crossover_high_2^160.0^1.9|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.704,41.176,1.743,255.0,7.778,tsi_higher_signal^10^3^3^EMA|tsi_neutral^160^48^20.0^-20.0^EMA&price_crossover_ema^12|rvi_crossover_signal^100^80|price_crossover_sma_2^200&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.708,58.549,0.873,193.0,6.747,bb_neutral^12.0^2.0999999999999996|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^110^77|price_crossover_sma^230&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.721,39.147,1.901,258.0,6.57,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.726,42.593,1.672,216.0,4.843,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|rvi_crossover0^170^EMA|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.728,54.0,1.032,200.0,8.621,tsi_neutral^160^48^20.0^-20.0^EMA|rsi_neutral^90^65^35&rsi_crossover50^8|price_crossover_sma^230|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.734,57.711,0.894,201.0,7.562,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.737,42.489,1.648,233.0,5.681,rvi_signal_neutral^50^30^15.0^-15.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.739,38.866,1.947,247.0,7.154,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|price_crossover_ema^120|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
13.747,36.923,2.513,130.0,4.312,smacd_histogram_increase^140^308^84|rsi_neutral^90^65^35&adx_plus_crossover_minus^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.775,41.991,1.687,231.0,5.592,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover0^170^EMA|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.78,37.959,2.027,245.0,7.139,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
13.78,56.931,0.918,202.0,7.583,bb_neutral^10.0^2.5|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.793,42.857,1.623,238.0,5.976,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.798,48.684,1.286,228.0,6.935,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&adx_plus_crossover_minus^8|roc_crossover0^210|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
13.8,42.797,1.63,236.0,6.171,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.811,49.515,1.272,206.0,5.849,bb_neutral^12.0^2.0999999999999996|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|price_crossover_sma_2^200|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
13.821,53.659,1.048,205.0,8.868,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|bb_price_crossover_high_2^230.0^2.0999999999999996|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.83,37.241,2.467,145.0,5.28,smacd_histogram_increase^140^308^84|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.846,44.872,2.811,78.0,2.663,sma_fast_higher_slow^60^96|adx_higher_threshold^80.0^5.0&price_crossover_ema^120|aroon_diff_crossover0^200|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.848,43.284,3.399,67.0,1.747,sma_fast_higher_slow^60^96|smi_overbought^60^30^0.0^EMA&price_crossover_ema^120|kc_price_crossover_low^14.0^17.0^2.5|tsi_crossover_signal^200^180^160^SMA&roc_crossunder0^59|trailing_stop^34^1.5
13.871,39.13,1.917,253.0,5.863,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&price_crossover_ema^12|rvi_crossover_signal^110^77|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
13.884,41.6,1.701,250.0,6.989,tsi_neutral^160^48^20.0^-20.0^EMA|stoch_k_neutral^17^12^75^25&price_crossover_ema^120|price_crossover_ema^12|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.887,57.732,0.895,194.0,5.683,rsi_neutral^90^65^35|smi_neutral^11^7^30.0^-30.0^EMA&rsi_crossover50^8|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.899,41.25,1.778,240.0,6.12,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^89|trailing_stop^34^1.5
13.904,83.333,9.071,12.0,0.543,sma_fast_higher_slow^60^96|kdj_k_higher_d^250^100^225&aroon_diff_crossover0^200|bb_price_crossover_low_2^70.0^2.5|smacd_crossover_signal_3^210^546^273&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.912,39.181,2.093,171.0,3.864,aroon_diff_higher0^80|kdj_k_higher_d^8^4^2&price_crossover_ema^120|price_crossover_ema^12|adx_plus_crossover_minus^8&roc_crossunder0^89|trailing_stop^34^1.5
13.914,52.326,1.231,172.0,4.049,rsi_neutral^90^65^35|adx_higher_threshold^210.0^5.0&rvi_crossover_signal^100^80|smacd_histogram_start_increase_2^180^504^126|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
13.915,53.535,1.075,198.0,7.321,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&adx_plus_crossover_minus^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.918,50.0,1.31,202.0,5.48,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^80.0^5.0&rvi_crossover_signal^100^80|price_crossover_sma_2^230|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
13.92,49.13,1.259,230.0,6.836,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&adx_plus_crossover_minus^8|roc_crossover0^210|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
13.922,49.537,1.257,216.0,6.518,adx_higher_threshold^80.0^5.0|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|bb_price_crossover_high_2^230.0^2.0999999999999996|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
13.922,49.537,1.257,216.0,6.518,kc_neutral^8.0^8.0^1.7|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|bb_price_crossover_high_2^230.0^2.0999999999999996|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^2.0
13.944,41.25,1.757,240.0,6.049,kdj_k_neutral^210^189^85^15|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|second_wave_trend_2^16|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
13.944,49.754,1.307,203.0,5.791,bb_neutral^12.0^2.0999999999999996|kc_neutral^8.0^8.0^1.7&rvi_crossover_signal^110^77|emacd_start_increase^200^320|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2.5|trailing_stop^34^1.5
13.964,39.921,1.854,253.0,7.487,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&rsi_crossover50^8|price_crossover_ema^120|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
13.982,56.65,0.928,203.0,7.327,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
13.999,34.483,2.786,145.0,4.61,smacd_histogram_increase^140^308^84|kc_neutral^8.0^8.0^1.7&rsi_crossover50^8|rvi_crossover_signal^100^80|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.014,36.126,2.359,191.0,5.856,aroon_diff_higher0^80|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|rvi_crossover_signal^100^80&roc_crossunder0^59|trailing_stop^34^1.5
14.037,40.5,1.896,200.0,4.64,rsi_neutral^90^65^35|smi_d_neutral^180^162^126^25.0^-25.0^EMA&rsi_crossover50^60|price_crossover_ema^12|rvi_crossover_signal^110^77&roc_crossunder0^89|trailing_stop^34^1.5
14.04,35.749,2.29,207.0,8.219,tsi_neutral^160^48^20.0^-20.0^EMA|mass_higher1^16^8&rsi_crossover50^8|roc_crossover0^210|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
14.04,38.813,1.994,219.0,5.149,tsi_neutral^160^48^20.0^-20.0^EMA|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|emacd_start_increase^200^320|bb_price_crossover_low^35.0^3.4999999999999996&roc_crossunder0^59|trailing_stop^34^1.5
14.054,36.111,2.81,108.0,4.499,smacd_histogram_increase^140^308^84|adx_higher_threshold^210.0^5.0&adx_plus_crossover_minus^8|rvi_crossover_signal^100^80|kc_price_crossover_low^20.0^20.0^2.8999999999999995&roc_crossunder0^59|trailing_stop^34^1.5
14.054,36.242,2.533,149.0,4.949,smacd_histogram_increase^140^308^84|bb_neutral^10.0^2.5&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.059,100.0,100.0,13.0,0.676,ma_atr_long_period^190.0^190.0^1.9999999999999998|kc_neutral^20.0^8.0^1.9&mass_crossover1^210^189|sma_fast_crossover_slow^220^616|smacd_crossover_signal_3^210^546^273&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
14.084,57.426,0.904,202.0,6.767,kc_neutral^8.0^8.0^1.7|rsi_neutral^90^65^35&rsi_crossover50^8|rvi_crossover_signal^110^77|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
14.09,37.696,2.208,191.0,5.601,aroon_diff_higher0^80|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|rsi_fast_crossover_slow^60^156|kc_price_crossover_low^14.0^17.0^2.5&roc_crossunder0^59|trailing_stop^34^1.5
14.099,51.124,1.295,178.0,4.189,rsi_neutral^90^65^35|adx_higher_threshold^210.0^5.0&emacd_start_increase^200^320|rvi_crossover_signal^100^80|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.103,49.524,1.321,210.0,5.923,kc_neutral^8.0^8.0^1.7|tsi_neutral^160^48^20.0^-20.0^EMA&rvi_crossover_signal^110^77|rsi_fast_crossover_slow^60^156|bb_price_crossover_low^35.0^3.4999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
14.105,53.769,1.051,199.0,7.954,bb_neutral^10.0^2.5|tsi_neutral^160^48^20.0^-20.0^EMA&rsi_crossover50^8|price_crossover_sma^230|kc_price_crossover_low^20.0^20.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
