开始时间,结束时间,total+总收益率%,total+年化收益率%,total+最大回撤%,total+sharpe比率,total+sortino比率,total+calmar比率,total+年化波动率%,total+日波动率%,total+均持天数,total+交易次数,total+交易胜率%,total+盈亏比,total+bar胜率%,total+总交易成本%,strategy_name
2026-02-01 23:00:00,2026-06-18,17.034,52.503,3.051,3.702,2.305,17.206,14.184,0.742,0.158,111.0,53.153,1.605,50.436,11.1,sma_fast_higher_slow^12^22|skew_positive^12^EMA&adx_plus_crossover_minus^90|price_crossover_ema^20|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.042,52.532,1.783,4.502,1.853,29.458,11.667,0.611,0.214,28.0,75.0,2.022,52.551,2.8,smacd_higher_signal^14^31^20|convexity_higher1^16^EMA&mass_crossunder1^140^70|ma_atr_long_signal^12.0^14.0^2.1999999999999997|adx_crossover_threshold^130.0^25.0&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
2026-02-01 23:00:00,2026-06-18,17.059,52.591,3.391,3.829,2.443,15.511,13.734,0.719,0.152,115.0,53.913,1.52,50.348,11.5,trix_higher0^6|kdj_k_overbought^26^10^50&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.075,52.646,3.326,3.653,2.318,15.83,14.411,0.754,0.146,119.0,50.42,1.745,49.735,11.9,tsi_overbought^16^5^0.0^SMA|skew_positive^12^EMA&adx_plus_crossover_minus^90|price_crossover_ema^20|ma_atr_long_signal^18.0^22.0^2.8&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.095,52.717,1.785,5.934,3.104,29.533,8.884,0.465,0.231,53.0,58.491,2.127,51.372,5.3,kc_neutral^55.0^66.0^2.6999999999999997|convexity_higher1^16^EMA&mass_crossover1^90^27|mass_crossunder1^140^70|emacd_crossover_signal^230^414^276&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.104,52.748,2.884,4.505,2.806,18.29,11.71,0.613,0.166,114.0,55.263,1.538,49.839,11.4,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.111,52.775,2.631,5.314,3.258,20.058,9.931,0.52,0.329,53.0,54.717,2.525,50.394,5.3,trix_higher_signal^45.0^45.0|tsi_overbought^16^5^0.0^SMA&emacd_histogram_start_increase^130^364^104|smacd_start_increase^140^364|ema_fast_crossover_slow^140^280&trailing_stop^34^1.5|trailing_stop^34^3.5
2026-02-01 23:00:00,2026-06-18,17.112,52.776,3.053,4.243,2.713,17.285,12.439,0.651,0.21,79.0,51.899,2.037,51.058,7.9,rvi_signal_neutral^8^2^10.0^-10.0^EMA|skew_negative^20^EMA&emacd_start_increase^55^99|mass_crossunder1^120^84|kc_price_crossover_high^110.0^44.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.132,52.846,2.757,3.745,2.605,19.168,14.112,0.739,0.171,127.0,52.756,1.527,48.77,12.7,tsi_higher_signal^55^39^33^EMA|tsi_overbought^16^5^0.0^SMA&price_crossover_ema^20|emacd_crossover_signal_2^30^42^24|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.16,52.946,2.128,5.302,2.828,24.878,9.987,0.523,0.161,69.0,60.87,1.784,51.24,6.9,price_higher_sma^20|smacd_increase^8^11&adx_plus_crossover_minus^90|ma_atr_long_signal^12.0^14.0^2.1999999999999997|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
2026-02-01 23:00:00,2026-06-18,17.171,52.982,2.139,4.868,2.651,24.774,10.883,0.57,0.15,96.0,55.208,1.689,50.426,9.6,aroon_diff_higher0^25|trix_higher0^6&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|rvi_signal_crossover0^220^154^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.214,53.133,3.636,3.837,2.45,14.611,13.848,0.725,0.16,107.0,50.467,1.84,49.016,10.7,tsi_overbought^16^5^0.0^SMA|skew_positive^12^EMA&price_crossover_ema^20|sma_fast_crossover_slow^100^280|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.246,53.248,1.783,4.576,1.815,29.86,11.636,0.609,0.199,28.0,75.0,2.153,53.022,2.8,smacd_higher_signal^14^31^20|convexity_higher1^16^EMA&mass_crossunder1^140^70|ma_atr_long_signal^12.0^14.0^2.1999999999999997|adx_crossover_threshold^130.0^25.0&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
2026-02-01 23:00:00,2026-06-18,17.247,53.249,3.114,4.559,2.686,17.099,11.681,0.611,0.146,115.0,52.174,1.73,49.818,11.5,aroon_diff_higher0^25|trix_higher0^6&adx_plus_crossover_minus^90|price_crossover_ema^20|smacd_crossover_signal^220^484^286&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.263,53.308,3.249,4.401,2.764,16.409,12.114,0.634,0.16,122.0,53.279,1.577,50.43,12.2,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|kdj_k_crossover50^230^207&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.293,53.411,1.539,6.348,3.055,34.694,8.413,0.44,0.588,17.0,58.824,9.319,53.517,1.7,tsi_higher_signal^8^5^4^SMA|tsi_neutral^30^27^5.0^-5.0^SMA&stoch_k_crossover_d^80^72^24|smacd_start_increase^140^364|sma_fast_crossover_slow_2^100^280&roc_crossunder0^59|trailing_stop^34^3.0
2026-02-01 23:00:00,2026-06-18,17.304,53.451,2.155,5.026,2.706,24.809,10.635,0.557,0.157,90.0,57.778,1.582,51.029,9.0,aroon_diff_higher0^25|trix_higher0^6&price_crossover_ema^20|tsi_crossover0^230^207^EMA|smi_k_crossover0^190^114^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.351,53.613,3.659,3.969,2.593,14.651,13.508,0.707,0.983,28.0,53.571,2.788,51.138,2.8,kdj_k_higher_d^60^48^42|smi_k_higher_d^23^7^7&rsi_fast_crossover_slow^30^48|smi_k_crossover_d_2^240^216^216^45|kdj_k_crossover_d_2^190^171^95^15&aroon_diff_crossunder0^109|trailing_stop^34^3.5
2026-02-01 23:00:00,2026-06-18,17.405,53.803,2.528,3.668,2.446,21.285,14.67,0.768,0.159,133.0,52.632,1.512,50.252,13.3,tsi_higher_signal^55^39^33^EMA|tsi_overbought^16^5^0.0^SMA&price_crossover_ema^20|stoch_k_crossover_d^70^63^49|ma_atr_long_signal^12.0^14.0^2.1999999999999997&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.408,53.815,3.371,3.999,2.465,15.966,13.457,0.704,0.151,110.0,50.0,1.888,50.551,11.0,emacd_higher_signal^35^56^24|trix_higher0^6&adx_plus_crossover_minus^90|price_crossover_ema^20|stoch_k_crossover50^190^133&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.445,53.946,2.979,4.058,1.978,18.108,13.294,0.696,0.734,24.0,54.167,3.109,52.6,2.4,emacd_higher_signal^35^56^24|skew_negative^20^EMA&adx_plus_crossover_minus^90|emacd_crossover_signal_2^30^42^24|stoch_k_crossover50^180^144&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^3.0
2026-02-01 23:00:00,2026-06-18,17.514,54.188,2.811,5.074,2.813,19.274,10.679,0.559,0.3,52.0,59.615,2.018,51.176,5.2,smacd_higher_signal^6^11^7|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|trix_crossover_signal^180^108|smacd_start_increase^140^364&trailing_stop^34^1.5|trailing_stop^34^2.0
2026-02-01 23:00:00,2026-06-18,17.557,54.338,3.255,4.201,2.72,16.692,12.935,0.677,0.213,86.0,51.163,1.95,51.291,8.6,rvi_signal_neutral^8^2^10.0^-10.0^EMA|skew_negative^20^EMA&emacd_start_increase^55^99|rvi_crossover0^230^SMA|kc_price_crossover_high^110.0^44.0^2.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.558,54.342,2.996,4.634,2.784,18.14,11.726,0.614,0.161,119.0,54.622,1.543,50.996,11.9,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|mass_crossunder1^140^70&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.57,54.384,3.508,3.922,2.441,15.504,13.868,0.726,0.164,101.0,52.475,1.722,50.092,10.1,tsi_overbought^16^5^0.0^SMA|skew_positive^12^EMA&mass_crossover1^90^27|price_crossover_ema^20|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.585,54.439,2.84,4.653,2.757,19.172,11.7,0.612,0.146,118.0,52.542,1.708,50.133,11.8,aroon_diff_higher0^25|trix_higher0^6&adx_plus_crossover_minus^90|price_crossover_ema^20|smi_k_crossover0^190^114^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.592,54.463,3.423,4.271,2.459,15.911,12.752,0.667,0.159,90.0,54.444,1.786,50.588,9.0,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|sma_fast_crossover_slow^110^264&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.648,54.659,3.223,4.025,2.554,16.957,13.579,0.711,0.173,106.0,54.717,1.631,50.208,10.6,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|mass_crossunder1^140^70|stoch_k_crossover_d^80^72^24&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.652,54.675,3.398,4.064,2.502,16.09,13.453,0.704,0.149,111.0,50.45,1.874,50.83,11.1,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&adx_plus_crossover_minus^90|price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.697,54.833,2.335,4.908,2.932,23.488,11.171,0.585,0.161,106.0,55.66,1.587,48.879,10.6,aroon_diff_higher0^25|trix_higher0^6&price_crossover_ema^20|trix_crossover_signal^150^180|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.742,54.993,2.463,3.823,2.433,22.329,14.386,0.753,0.145,120.0,50.0,1.805,50.0,12.0,tsi_overbought^16^5^0.0^SMA|skew_positive^12^EMA&adx_plus_crossover_minus^90|price_crossover_ema^20|emacd_crossover_signal^210^420^294&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.779,55.123,2.888,4.593,2.806,19.089,12.001,0.628,0.158,117.0,53.846,1.619,50.908,11.7,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|bb_price_crossover_high_2^25.0^3.8999999999999995&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.784,55.141,1.761,4.779,1.626,31.319,11.539,0.604,0.352,15.0,80.0,4.727,54.335,1.5,convexity_higher1^16^EMA|convexity_higher1^6^SMA&smi_k_crossover0^190^114^EMA|stoch_k_crossover_d_2^240^168^72^15|adx_crossover_threshold^45.0^35.0&bb_price_crossunder_high^34^2|trailing_stop^34^2.5
2026-02-01 23:00:00,2026-06-18,17.795,55.179,2.963,4.031,2.575,18.622,13.687,0.716,0.172,107.0,52.336,1.748,50.374,10.7,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|stoch_k_crossover_d^80^72^24|emacd_crossover_signal^210^420^294&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.807,55.222,3.426,4.321,2.5,16.12,12.779,0.669,0.16,90.0,55.556,1.721,50.636,9.0,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|sma_fast_crossover_slow^100^280&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.808,55.225,3.42,4.116,2.529,16.146,13.417,0.702,0.15,110.0,51.818,1.793,50.971,11.0,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&adx_plus_crossover_minus^90|price_crossover_ema^20|ma_atr_long_signal^18.0^22.0^2.8&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.819,55.263,3.42,4.341,2.474,16.16,12.731,0.666,0.158,90.0,56.667,1.658,51.346,9.0,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|smi_k_crossover0^190^114^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.829,55.3,2.888,4.623,2.829,19.151,11.961,0.626,0.159,116.0,54.31,1.593,50.909,11.6,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|bb_price_crossover_low_2^60.0^2.0999999999999996&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.851,55.376,2.72,4.002,2.558,20.361,13.836,0.724,0.183,101.0,53.465,1.88,50.619,10.1,rsi_fast_higher_slow^14^22|convexity_higher1^16^EMA&adx_plus_crossover_minus^90|kc_price_crossover_high^110.0^44.0^2.8999999999999995|bb_price_crossover_low^170.0^3.3&bb_price_crossunder_high^34^2|trailing_stop^34^3.0
2026-02-01 23:00:00,2026-06-18,17.871,55.447,2.861,4.468,2.871,19.379,12.409,0.65,0.163,130.0,51.538,1.682,50.683,13.0,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|rsi_fast_crossover_slow^25^60&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.878,55.471,3.693,4.577,2.824,15.02,12.12,0.634,0.161,120.0,54.167,1.563,50.593,12.0,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|trix_crossover_signal^180^108&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.891,55.519,3.239,3.941,1.958,17.14,14.088,0.737,0.385,33.0,60.606,2.298,50.601,3.3,skew_negative^20^EMA|convexity_higher1^16^EMA&kc_price_crossover_high^110.0^44.0^2.8999999999999995|ema_fast_crossover_slow^160^256|adx_crossover_threshold^45.0^35.0&bb_price_crossunder_high^34^2.5|trailing_stop^34^2.5
2026-02-01 23:00:00,2026-06-18,17.894,55.529,3.163,3.792,2.525,17.555,14.642,0.766,0.166,127.0,51.181,1.649,49.128,12.7,emacd_higher_signal^35^56^24|trix_higher0^6&price_crossover_ema^20|stoch_k_crossover_d^70^63^49|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.927,55.646,3.027,4.608,2.851,18.386,12.077,0.632,0.16,119.0,53.782,1.612,50.603,11.9,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|mass_crossunder1^120^84&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.953,55.738,3.589,4.401,2.776,15.53,12.664,0.663,0.165,100.0,56.0,1.629,50.508,10.0,trix_higher0^6|stoch_d_overbought^17^14^5^50&price_crossover_ema^20|mass_crossunder1^140^70|trix_crossover_signal^150^180&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.956,55.748,2.534,4.692,2.384,22.002,11.881,0.622,0.852,17.0,58.824,4.002,51.793,1.7,emacd_higher_signal^35^56^24|skew_negative^20^EMA&mass_crossunder1^120^84|emacd_crossover_signal_2^30^42^24|stoch_k_crossover50^180^144&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^3.0
2026-02-01 23:00:00,2026-06-18,17.978,55.828,3.425,4.357,2.537,16.302,12.812,0.671,0.162,92.0,55.435,1.731,51.182,9.2,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|ema_fast_crossover_slow^140^280&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,17.984,55.848,2.879,3.799,2.809,19.4,14.7,0.769,0.166,147.0,50.34,1.605,48.589,14.7,tsi_higher_signal^55^39^33^EMA|tsi_overbought^16^5^0.0^SMA&price_crossover_ema^20|kc_price_crossover_high^110.0^44.0^2.8999999999999995|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.019,55.971,3.77,4.277,2.692,14.845,13.087,0.685,0.167,100.0,55.0,1.666,49.084,10.0,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|smacd_start_increase^140^364|sma_fast_crossover_slow^110^264&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.022,55.984,3.371,4.204,2.606,16.606,13.317,0.697,0.154,111.0,52.252,1.779,50.94,11.1,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&adx_plus_crossover_minus^90|price_crossover_ema^20|mass_crossunder1^140^70&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.053,56.092,3.413,4.327,2.523,16.434,12.964,0.679,0.167,89.0,52.809,1.852,51.184,8.9,emacd_higher_signal^35^56^24|trix_higher0^6&price_crossover_ema^20|emacd_crossover_signal^210^420^294|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.054,56.097,3.397,4.008,2.556,16.515,13.998,0.733,0.154,109.0,51.376,1.806,49.18,10.9,tsi_overbought^16^5^0.0^SMA|skew_positive^12^EMA&price_crossover_ema^20|ma_atr_long_signal^12.0^14.0^2.1999999999999997|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.062,56.125,2.916,4.014,2.755,19.244,13.982,0.732,0.176,122.0,52.459,1.611,49.68,12.2,tsi_higher_signal^55^39^33^EMA|tsi_overbought^16^5^0.0^SMA&price_crossover_ema^20|emacd_crossover_signal^210^420^294|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.073,56.163,2.319,4.907,2.911,24.221,11.445,0.599,0.153,108.0,56.481,1.553,48.934,10.8,aroon_diff_higher0^25|trix_higher0^6&price_crossover_ema^20|ma_atr_long_signal^18.0^22.0^2.8|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.075,56.169,3.034,4.639,2.872,18.511,12.108,0.634,0.209,75.0,56.0,2.005,51.848,7.5,rvi_signal_neutral^8^2^10.0^-10.0^EMA|skew_negative^20^EMA&adx_plus_crossover_minus^100|emacd_start_increase^55^99|mass_crossunder1^120^84&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.187,56.569,3.67,4.375,2.63,15.413,12.93,0.677,0.175,90.0,54.444,1.805,50.677,9.0,emacd_higher_signal^35^56^24|trix_higher0^6&price_crossover_ema^20|mass_crossunder1^140^70|tsi_crossover0^220^198^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.208,56.645,3.675,4.485,2.589,15.413,12.629,0.661,0.17,86.0,58.14,1.605,51.306,8.6,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|mass_crossunder1^140^70|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.222,56.694,3.376,4.351,2.566,16.792,13.031,0.682,0.162,93.0,54.839,1.757,50.607,9.3,emacd_higher_signal^35^56^24|trix_higher0^6&price_crossover_ema^20|mass_crossunder1^140^70|ma_atr_long_signal^12.0^14.0^2.1999999999999997&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.224,56.701,2.764,5.298,3.409,20.518,10.701,0.56,0.308,63.0,50.794,2.606,50.0,6.3,trix_higher_signal^45.0^45.0|tsi_overbought^16^5^0.0^SMA&kc_price_crossover_high^110.0^44.0^2.8999999999999995|emacd_histogram_start_increase^150^360^90|smacd_start_increase^140^364&aroon_diff_crossunder0^89|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.275,56.883,3.76,4.36,2.733,15.127,13.046,0.683,0.168,99.0,56.566,1.596,49.355,9.9,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|smacd_start_increase^140^364|kdj_d_crossover50^200^80^140&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.322,57.048,3.468,4.438,2.903,16.45,12.854,0.673,0.168,134.0,52.239,1.577,50.949,13.4,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|roc_crossover0^30&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.353,57.158,3.28,3.861,2.793,17.425,14.804,0.775,0.276,92.0,50.0,2.04,50.09,9.2,smacd_higher_signal^14^31^20|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|emacd_start_increase^55^99|kdj_k_crossover50^240^96&emacd_histogram_start_decrease^233^466^233|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.372,57.227,3.76,4.379,2.737,15.218,13.069,0.684,0.169,99.0,56.566,1.6,49.588,9.9,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|smacd_start_increase^140^364|smi_k_crossover0^190^114^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.425,57.415,3.545,4.435,2.76,16.196,12.945,0.678,0.164,103.0,55.34,1.65,50.906,10.3,trix_higher0^6|stoch_k_overbought^20^16^50&price_crossover_ema^20|mass_crossunder1^140^70|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.441,57.473,3.732,4.254,2.751,15.402,13.511,0.707,0.169,106.0,53.774,1.676,49.231,10.6,emacd_higher_signal^35^56^24|trix_higher0^6&price_crossover_ema^20|smacd_start_increase^140^364|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.448,57.498,3.159,4.007,2.602,18.199,14.351,0.751,0.164,122.0,54.098,1.534,49.58,12.2,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|stoch_k_crossover_d^70^63^49|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.449,57.503,2.908,4.115,2.812,19.777,13.975,0.731,0.175,121.0,52.893,1.612,49.388,12.1,tsi_higher_signal^55^39^33^EMA|tsi_overbought^16^5^0.0^SMA&price_crossover_ema^20|emacd_crossover_signal^230^414^276|smacd_start_increase^140^364&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.454,57.521,2.847,4.132,2.494,20.204,13.92,0.729,0.163,108.0,53.704,1.634,51.255,10.8,trix_higher0^6|tsi_higher_signal^55^39^33^EMA&price_crossover_ema^20|stoch_k_crossover_d^70^63^49|emacd_crossover_signal^210^420^294&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.482,57.619,3.085,4.753,2.988,18.68,12.124,0.635,0.162,122.0,54.098,1.608,51.006,12.2,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|ema_fast_crossover_slow^140^280&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
2026-02-01 23:00:00,2026-06-18,18.484,57.625,3.228,4.762,2.946,17.853,12.1,0.633,0.159,121.0,54.545,1.574,51.154,12.1,tsi_overbought^16^5^0.0^SMA|rvi_overbought^70^0.0^SMA&adx_plus_crossover_minus^90|price_crossover_ema^20|tsi_crossover0^230^207^EMA&bb_price_crossunder_high^34^2|trailing_stop^34^1.5
