datetime,open,high,low,close,volume,bb_neutral^12.0^1.5|kdj_d_neutral^140^126^98^75^25&smi_k_crossunder_d_2^250^225^225^85|smacd_start_decrease^210^420&trailing_stop^34^2.0|trailing_stop^34^2.5,smi_d_neutral^150^75^135^10.0^-10.0^SMA|convexity_higher1^16^EMA&rsi_crossunder50^60|price_crossunder_sma^140&kc_price_crossover_low^10.0^10.0^3.4999999999999996|trailing_stop^34^3.0,smacd_histogram_decrease^210^420^252|kdj_d_oversold^8^3^2^50&emacd_histogram_start_decrease_2^130^312^169|ma_atr_short_signal^8.0^10.0^2.6&smacd_start_increase^210^294|trailing_stop^34^3.0,emacd_lower_signal^150^390^150|ma_atr_short_period^6.0^7.0^1.4&price_crossunder_sma^150|adx_crossunder_threshold^180.0^10.0&smacd_start_increase^210^294|trailing_stop^34^2.5,roc_lower0^20|smacd_lower_signal^230^322^230&mass_crossunder1^210^63|price_crossunder_sma^140&kc_price_crossover_low^10.0^10.0^3.4999999999999996|trailing_stop^34^3.0,emacd_lower_signal^150^390^150|kdj_d_oversold^8^3^2^50&price_crossunder_sma^150|adx_crossunder_threshold^180.0^10.0&kc_price_crossover_low^10.0^10.0^3.4999999999999996|trailing_stop^34^2.5,ma_atr_short_period^30.0^36.0^1.0|skew_positive^140^EMA&emacd_crossunder_signal^110^198^66|kc_price_crossunder_high_2^20.0^24.0^1.5&trailing_stop^34^2.0|trailing_stop^34^3.0,ema_fast_lower_slow^140^196|stoch_k_lower_d^23^16^7&stoch_k_crossunder50^240^216|kc_price_crossunder_high^60.0^24.0^3.7&trailing_stop^34^2.0|trailing_stop^34^3.0,rvi_signal_neutral^14^6^30.0^-30.0^SMA|adx_lower_threshold^40.0^10.0&trix_crossunder_signal^90^63|smacd_histogram_start_decrease^160^416^208&smacd_start_increase^210^294|trailing_stop^34^2.0,smacd_histogram_decrease^210^420^252|smi_d_neutral^160^80^144^30.0^-30.0^SMA&smi_k_crossunder_d^150^135^105|ema_fast_crossunder_slow^220^440&trailing_stop^34^3.0|trailing_stop^34^2.5,stoch_k_lower_d^23^16^7|adx_lower_threshold^40.0^10.0&emacd_histogram_start_decrease^230^598^322|ema_fast_crossunder_slow^220^440&kc_price_crossover_low^10.0^10.0^3.4999999999999996|trailing_stop^34^2.0,kdj_k_lower_d^20^12^18|skew_positive^180^EMA&trix_crossunder_signal^90^63|adx_crossunder_threshold^180.0^10.0&trailing_stop^34^3.0|trailing_stop^34^2.5,kdj_d_oversold^8^3^2^50|mass_higher1^25^20&smacd_start_decrease^180^324|smacd_crossunder_signal_3^120^216^108&kc_price_crossover_low^10.0^10.0^3.4999999999999996|trailing_stop^34^2.5,rvi_lower_signal^12^11|adx_lower_threshold^40.0^10.0&mass_crossover1^100^50|smacd_start_decrease^210^420&trailing_stop^34^2.0|trailing_stop^34^2.5,kdj_d_oversold^8^3^2^50|stoch_k_neutral^110^77^75^25&smacd_start_decrease^180^324|smacd_crossunder_signal_3^120^216^108&kc_price_crossover_low^10.0^10.0^3.4999999999999996|trailing_stop^34^2.5,smacd_decrease^45^90|emacd_decrease^8^18&smacd_start_decrease^210^420|adx_crossover_threshold^45.0^5.0&kc_price_crossover_low^20.0^8.0^3.8999999999999995|trailing_stop^34^3.0
2026-02-18 15:15:00,11.41,11.41,11.385,11.395,2620.0,0.9899571704054698,0.994302013422819,1.0,1.0,0.993696357943175,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 15:30:00,11.395,11.395,11.3525,11.36,2239.0,0.9899571704054698,0.994302013422819,1.0,1.0,0.993696357943175,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 15:45:00,11.36,11.37,11.3475,11.35,2095.0,0.9899571704054698,0.994302013422819,1.0,1.0,0.993696357943175,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 16:00:00,11.35,11.3675,11.3475,11.3625,1023.0,0.9899571704054698,0.994302013422819,1.0,1.0,0.993696357943175,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 16:15:00,11.3625,11.3775,11.3575,11.37,844.0,0.9899571704054698,0.994302013422819,1.0,1.0,0.993696357943175,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 16:30:00,11.37,11.38,11.355,11.36,1135.0,0.9899571704054698,0.994302013422819,1.0,1.0,0.993696357943175,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 16:45:00,11.36,11.3675,11.3275,11.35,2686.0,0.9899571704054698,0.994302013422819,1.0003802816901408,1.0,0.993696357943175,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 17:00:00,11.3475,11.35,11.3025,11.3075,3022.0,0.9899571704054698,0.994302013422819,1.0041214788732395,1.0,0.9967213634509963,0.9887641320007338,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 17:15:00,11.3075,11.3175,11.2825,11.3025,4368.0,0.9899571704054698,0.994302013422819,1.0045616197183098,1.0,0.9971619891394738,0.9887063163916248,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 17:30:00,11.3025,11.31,11.2775,11.2925,2474.0,0.9899571704054698,0.994302013422819,1.0054419014084506,1.0,0.998043240516429,0.9895906851734068,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 17:45:00,11.2925,11.335,11.29,11.315,2130.0,0.9899571704054698,0.994302013422819,1.0034612676056338,1.0,0.9960604249182796,0.9876008554143972,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 18:00:00,11.315,11.335,11.3125,11.3325,1487.0,0.9899571704054698,0.994302013422819,1.0019207746478873,1.0,0.9945182350086079,0.9860532100462788,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 18:15:00,11.33,11.34,11.325,11.3375,1222.0,0.9899571704054698,0.994302013422819,1.0014806338028168,1.0,0.9940776093201302,0.9856110256553877,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 18:30:00,11.3375,11.34,11.32,11.3225,985.0,0.9899571704054698,0.994302013422819,1.002801056338028,1.0,0.9953994863855633,0.9869375788280607,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 18:45:00,11.3225,11.3325,11.32,11.325,742.0,0.9899571704054698,0.994302013422819,1.002580985915493,1.0,0.9951791735413245,0.9867164866326154,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 19:00:00,11.3275,11.34,11.3225,11.3375,3248.0,0.9899571704054698,0.994302013422819,1.0014806338028168,1.0,0.9940776093201302,0.9856110256553877,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-18 19:15:00,11.3375,11.3425,11.3225,11.325,950.0,0.9899571704054698,0.994302013422819,1.002580985915493,1.0,0.9951791735413245,0.9867164866326154,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 01:00:00,11.48,11.49,11.4475,11.4875,865.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 01:15:00,11.4875,11.4875,11.475,11.4875,168.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 01:30:00,11.49,11.4975,11.4825,11.4875,187.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 01:45:00,11.4875,11.495,11.4875,11.4925,25.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 02:00:00,11.49,11.49,11.4875,11.4875,23.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 02:15:00,11.49,11.49,11.4875,11.49,42.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 02:30:00,11.4875,11.49,11.485,11.49,68.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 02:45:00,11.49,11.4925,11.4875,11.4925,67.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 03:00:00,11.4925,11.5,11.4925,11.4975,53.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 03:15:00,11.4975,11.51,11.4975,11.505,155.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 03:30:00,11.505,11.51,11.5025,11.505,152.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 03:45:00,11.5075,11.51,11.505,11.51,36.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 04:00:00,11.51,11.51,11.5025,11.5075,62.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 04:15:00,11.505,11.505,11.4975,11.5,40.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 04:30:00,11.4975,11.5,11.4975,11.4975,91.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 04:45:00,11.4975,11.4975,11.495,11.495,6.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 05:00:00,11.495,11.495,11.495,11.495,37.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 05:15:00,11.495,11.495,11.4925,11.4925,35.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 05:30:00,11.495,11.4975,11.4925,11.4975,27.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 05:45:00,11.4975,11.5,11.495,11.5,25.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 06:00:00,11.4975,11.5075,11.4975,11.505,198.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 06:15:00,11.505,11.5075,11.5025,11.5025,5.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 06:30:00,11.5075,11.5075,11.5075,11.5075,5.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 06:45:00,11.5075,11.51,11.5075,11.5075,34.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 07:00:00,11.51,11.51,11.5025,11.505,41.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 07:15:00,11.505,11.505,11.5025,11.5025,37.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 07:30:00,11.5025,11.5075,11.5025,11.5075,61.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 07:45:00,11.5075,11.5075,11.5,11.505,64.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 08:00:00,11.505,11.505,11.5,11.5,40.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 08:15:00,11.5025,11.515,11.5025,11.515,151.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 08:30:00,11.515,11.53,11.51,11.53,317.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 08:45:00,11.53,11.5375,11.5275,11.5325,365.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 09:00:00,11.535,11.5375,11.53,11.53,144.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 09:15:00,11.5275,11.53,11.5125,11.515,87.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 09:30:00,11.515,11.5275,11.505,11.5225,498.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 09:45:00,11.52,11.53,11.5125,11.5275,305.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 10:00:00,11.5275,11.5275,11.5175,11.5275,185.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 10:15:00,11.525,11.5325,11.5175,11.5275,244.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 10:30:00,11.525,11.5375,11.525,11.535,71.0,0.9899571704054698,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 10:45:00,11.5325,11.5425,11.5325,11.5375,151.0,0.989023613067512,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 11:00:00,11.535,11.535,11.53,11.535,132.0,0.989240391736491,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 11:15:00,11.535,11.535,11.525,11.5275,17.0,0.9898907277434279,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 11:30:00,11.5275,11.53,11.5175,11.5175,46.0,0.9907578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 11:45:00,11.515,11.515,11.5,11.5075,225.0,0.9916249570952597,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 12:00:00,11.5075,11.52,11.5,11.52,410.0,0.9905410637503649,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 12:15:00,11.5225,11.525,11.51,11.515,263.0,0.9909746210883227,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 12:30:00,11.515,11.515,11.5025,11.505,228.0,0.9918417357642385,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 12:45:00,11.505,11.505,11.485,11.49,358.0,0.9931424077781125,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 13:00:00,11.4925,11.4925,11.4725,11.4725,497.0,0.9946598584609653,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 13:15:00,11.475,11.4875,11.475,11.4875,506.0,0.9933591864470914,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 13:30:00,11.485,11.5025,11.4825,11.4975,792.0,0.9924920717711755,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 14:30:00,11.49,11.5075,11.465,11.4975,3917.0,0.9924920717711755,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 14:45:00,11.5,11.5225,11.47,11.4925,3130.0,0.9929256291091335,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 15:00:00,11.4925,11.53,11.48,11.5175,2640.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 15:15:00,11.52,11.5275,11.5075,11.525,1721.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 15:30:00,11.5225,11.5275,11.495,11.525,1927.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 15:45:00,11.5225,11.53,11.49,11.5,1899.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 16:00:00,11.5,11.51,11.4925,11.5025,1305.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 16:15:00,11.505,11.53,11.5025,11.5225,1678.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 16:30:00,11.5225,11.5225,11.4875,11.505,1732.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 16:45:00,11.505,11.52,11.505,11.5075,835.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 17:00:00,11.51,11.5225,11.5025,11.5225,1207.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 17:15:00,11.5225,11.53,11.5175,11.5175,1661.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 17:30:00,11.52,11.535,11.5175,11.5275,1335.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 17:45:00,11.5275,11.54,11.525,11.535,1152.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 18:00:00,11.535,11.5375,11.5225,11.5325,1802.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
2026-02-19 18:15:00,11.5325,11.5475,11.525,11.5425,1092.0,0.9902578424193437,0.994302013422819,0.987776408450704,1.0,0.980358838665801,0.9718454939286576,0.9928443999824372,1.0,0.9940771984784068,1.0,1.0,0.9934059073618259,0.9967846699158175,1.0,0.9966678670895865,1.0
