param_0,entry_name,params,signal_id,总月份数,有效月份数,总信号数量,总信号密度,score,w20_有效信号数,w20_平均收益%,w20_收益标准差%,w20_胜率%,w20_盈亏比,w20_稳定性,w20_收益衰减率%,w20_score,w40_有效信号数,w40_平均收益%,w40_收益标准差%,w40_胜率%,w40_盈亏比,w40_稳定性,w40_收益衰减率%,w40_score,w60_有效信号数,w60_平均收益%,w60_收益标准差%,w60_胜率%,w60_盈亏比,w60_稳定性,w60_收益衰减率%,w60_score,param_1,param_2,param_3
200.0,aroon_diff_crossover0,[200],aroon_diff_crossover0^200,4,0,12,0.002,0.5094458086479904,12,0.547,0.793,75.0,2.163,0.69,-1.0,0.4093118915510719,12,0.769,0.933,75.0,3.661,0.824,-1.0,0.5826679206859593,12,0.866,1.2,66.667,4.492,0.722,-1.0,0.6499474333333333,,,
130.0,trix_crossover_signal,[130 182],trix_crossover_signal^130^182,4,0,10,0.002,0.510717310059164,10,0.405,0.365,80.0,6.84,1.11,-1.0,0.3149568493150685,10,0.7,0.859,70.0,2.968,0.815,-1.0,0.529930151338766,10,1.272,1.4,80.0,4.409,0.909,-1.0,0.9712991999999998,182,,
220.0,smacd_crossover_signal,[220 484 242],smacd_crossover_signal^220^484^242,4,0,8,0.001,0.5116869937074646,8,0.774,0.68,100.0,100.0,1.138,-1.0,0.6034695882352941,8,0.663,1.144,87.5,0.616,0.58,-1.0,0.4909967045454545,8,0.433,1.291,50.0,2.379,0.335,-1.0,0.3132659411309063,484,242,
190.0,emacd_crossover_signal_2,[190 266 209],emacd_crossover_signal_2^190^266^209,4,0,9,0.002,0.5178112068800136,9,0.458,0.398,88.889,8.496,1.151,-1.0,0.3574931658291457,9,0.623,0.527,88.889,1.978,1.182,-1.0,0.4876541366223909,9,1.245,1.175,77.778,2.983,1.06,-1.0,0.9638419148936171,266,209,
90.0,adx_crossunder_threshold,[90. 20.],adx_crossunder_threshold^90.0^20.0,4,0,5,0.001,0.5179406156649469,5,0.596,0.601,80.0,7.765,0.992,-1.0,0.45857291181364396,5,0.923,0.871,80.0,5.053,1.06,-1.0,0.7145673134328359,5,0.5,0.817,80.0,1.022,0.612,-1.0,0.3714198286413708,20.0,,
200.0,smacd_crossover_signal,[200 440 140],smacd_crossover_signal^200^440^140,4,0,10,0.002,0.5288286687202217,10,0.578,0.775,80.0,1.964,0.746,-1.0,0.43477532903225796,10,0.834,1.563,60.0,3.24,0.534,-1.0,0.6149509404990402,10,0.852,1.324,70.0,2.413,0.644,-1.0,0.6347786102719033,440,140,
30.0,kc_price_crossover_high_2,[30.  12.   3.9],kc_price_crossover_high_2^30.0^12.0^3.8999999999999995,4,1,26,0.005,0.54283485731726,26,0.533,0.997,76.923,1.235,0.535,-1.0,0.3930460682046138,26,0.898,1.408,80.769,1.145,0.638,-1.0,0.6686911079545453,26,0.98,1.581,69.231,1.996,0.62,-1.0,0.7285224541429475,12.0,3.8999999999999995,
30.0,kc_price_crossover_high,[30.  12.   3.9],kc_price_crossover_high^30.0^12.0^3.8999999999999995,4,1,26,0.005,0.54283485731726,26,0.533,0.997,76.923,1.235,0.535,-1.0,0.3930460682046138,26,0.898,1.408,80.769,1.145,0.638,-1.0,0.6686911079545453,26,0.98,1.581,69.231,1.996,0.62,-1.0,0.7285224541429475,12.0,3.8999999999999995,
160.0,trix_crossover_signal,[160  96],trix_crossover_signal^160^96,4,0,10,0.002,0.5454532408324101,10,0.452,0.354,80.0,12.676,1.277,-1.0,0.3567990960451977,10,0.731,0.874,70.0,2.755,0.836,-1.0,0.5544977917620137,10,1.315,1.458,70.0,7.494,0.902,-1.0,1.0035217764060356,96,,
170.0,sma_fast_crossover_slow,[170 442],sma_fast_crossover_slow^170^442,4,0,7,0.001,0.5501563073905396,7,0.722,0.82,85.714,6.77,0.88,-1.0,0.5498998536585366,7,0.531,1.149,71.429,1.482,0.462,-1.0,0.3888777806788512,6,1.0,0.755,100.0,100.0,1.325,-1.0,0.7927152317880795,442,,
