param_0,entry_name,params,signal_id,总月份数,有效月份数,总信号数量,总信号密度,score,w20_有效信号数,w20_平均收益%,w20_收益标准差%,w20_胜率%,w20_盈亏比,w20_稳定性,w20_收益衰减率%,w20_score,w40_有效信号数,w40_平均收益%,w40_收益标准差%,w40_胜率%,w40_盈亏比,w40_稳定性,w40_收益衰减率%,w40_score,w60_有效信号数,w60_平均收益%,w60_收益标准差%,w60_胜率%,w60_盈亏比,w60_稳定性,w60_收益衰减率%,w60_score,param_1,param_2,param_3
60.0,kdj_k_crossover_d,[60 18 18],kdj_k_crossover_d^60^18^18,4,4,120,0.022,0.40692682630230637,118,0.371,1.237,59.322,1.629,0.3,118.19941916747337,0.4967651010509297,117,0.274,1.529,52.137,1.476,0.179,-6.970260223048327,0.1952370961412688,117,0.377,1.892,53.846,1.483,0.199,74.7794117647059,0.49986573467230444,18,18,
90.0,emacd_histogram_start_increase,[ 90 126 117],emacd_histogram_start_increase^90^126^117,4,4,186,0.034,0.4079809020611226,185,0.231,1.094,61.081,1.129,0.211,149.0,0.306640886654479,183,0.318,1.427,55.738,1.443,0.223,45.48641542506572,0.42261241765942537,182,0.48,1.947,59.89,1.313,0.247,21.984732824427482,0.6393836671802773,126,117,
210.0,smacd_start_increase,[210 462],smacd_start_increase^210^462,4,3,66,0.012,0.4102976733612982,66,0.164,1.017,59.091,1.041,0.161,710.8695652173911,0.21663803343166177,66,0.454,1.574,56.061,1.831,0.288,118.8118811881188,0.6072235578144853,66,0.452,2.318,51.515,1.638,0.195,269.1542288557214,0.5990579465056084,462,,
250.0,kdj_k_crossover_d,[250 225 225],kdj_k_crossover_d^250^225^225,4,0,13,0.002,0.42304397856267884,13,0.398,0.999,53.846,2.094,0.398,-1.0,0.2896993793793794,13,0.372,1.171,61.538,1.881,0.318,-1.0,0.2686723142613151,13,1.336,2.368,69.231,5.668,0.564,-1.0,0.9879629729729731,225,225,
90.0,emacd_histogram_start_increase_2,[ 90 126 117],emacd_histogram_start_increase_2^90^126^117,4,4,143,0.027,0.42849122368517717,142,0.174,1.196,61.268,0.932,0.145,162.4733475479744,0.22949086956521736,140,0.344,1.575,58.571,1.249,0.218,16.904145077720205,0.4569674158730158,139,0.658,2.019,65.468,1.278,0.326,83.32665330661322,0.8832778207033186,126,117,
230.0,stoch_k_crossover_d,[230 184 207],stoch_k_crossover_d^230^184^207,4,0,14,0.003,0.4297124003144492,14,0.525,1.095,64.286,2.099,0.479,-1.0,0.3851198630136986,14,0.496,1.986,57.143,1.523,0.25,-1.0,0.3558712588116817,14,0.894,2.139,57.143,2.214,0.418,-1.0,0.6519554558204768,184,207,
220.0,trix_start_increase,[220],trix_start_increase^220,4,0,11,0.002,0.4383010510863083,11,0.184,0.659,36.364,3.841,0.279,-1.0,0.13239623672230652,11,0.651,1.561,45.455,4.445,0.417,-1.0,0.474704529147982,11,1.533,2.183,81.818,3.881,0.702,-1.0,1.1484578699038022,,,
210.0,tsi_crossover_signal,[210 168 63 'SMA'],tsi_crossover_signal^210^168^63^SMA,4,0,16,0.003,0.4477667543242658,16,0.411,0.944,68.75,1.304,0.435,-1.0,0.3002259216101694,16,0.706,1.322,68.75,2.32,0.534,-1.0,0.5205922239031769,16,0.974,2.596,50.0,3.123,0.375,-1.0,0.7073806317411402,168,63,SMA
110.0,emacd_histogram_start_increase_2,[110 176  77],emacd_histogram_start_increase_2^110^176^77,4,4,110,0.02,0.44909506561087975,109,0.19,1.264,63.303,0.868,0.15,111.34846461949266,0.2507128164556962,108,0.377,1.715,58.333,1.276,0.22,27.21347093970668,0.5008736268221574,108,0.648,2.185,62.963,1.317,0.297,99.88674971687429,0.8673828466819222,176,77,
210.0,mass_crossover1,[210 147],mass_crossover1^210^147,4,0,12,0.002,0.4614204180334861,12,0.619,0.999,66.667,3.028,0.62,-1.0,0.4601481181181181,12,0.951,1.866,75.0,2.432,0.51,-1.0,0.6996271543408359,12,0.152,1.815,58.333,0.87,0.084,-1.0,0.10729106336088154,147,,
220.0,mass_crossover1,[220 132],mass_crossover1^220^132,4,0,12,0.002,0.47289472263348276,12,0.611,0.912,66.667,3.241,0.67,-1.0,0.456354024122807,12,0.972,1.924,75.0,2.572,0.505,-1.0,0.7147736382536382,12,0.214,1.969,58.333,0.928,0.109,-1.0,0.15142809547993905,132,,
210.0,stoch_k_crossover_d,[210 189 189],stoch_k_crossover_d^210^189^189,4,0,15,0.003,0.48205069400473166,15,0.554,0.811,73.333,2.369,0.683,-1.0,0.4142909001233046,15,0.569,1.509,66.667,1.299,0.377,-1.0,0.41331873426110005,15,1.034,2.434,60.0,2.4,0.425,-1.0,0.7545481183237468,189,189,
230.0,tsi_crossover_signal,[230 115 161 'SMA'],tsi_crossover_signal^230^115^161^SMA,4,0,13,0.002,0.4907111398681834,13,0.538,0.906,76.923,1.447,0.594,-1.0,0.39896322295805736,13,0.754,2.09,61.538,1.961,0.361,-1.0,0.5468412057416268,13,0.871,2.028,53.846,2.458,0.429,-1.0,0.6358858333333334,115,161,SMA
140.0,price_crossover_sma_2,[140],price_crossover_sma_2^140,4,3,71,0.013,0.5166900752655332,71,0.339,1.012,66.197,1.189,0.335,14.987080103359174,0.45546257905138343,71,0.341,1.183,63.38,1.225,0.288,91.79331306990882,0.45607813186813195,71,0.564,1.505,71.831,1.012,0.375,328.53598014888337,0.7606767308970098,,,
240.0,stoch_k_crossover_d_2,[240 120 216  15],stoch_k_crossover_d_2^240^120^216^15,4,0,6,0.001,0.5380616670310272,6,0.357,0.772,66.667,1.489,0.462,-1.0,0.2614562564766839,6,0.784,1.843,50.0,3.471,0.425,-1.0,0.5721455887140532,6,1.602,3.149,50.0,5.411,0.509,-1.0,1.1784493108923468,120,216,15
250.0,stoch_k_crossover_d_2,[250 225 225  25],stoch_k_crossover_d_2^250^225^225^25,4,0,8,0.001,0.5467306342338434,8,0.871,1.852,62.5,4.24,0.47,-1.0,0.6383743358531316,8,0.648,1.484,75.0,1.28,0.437,-1.0,0.47340679245283007,7,0.585,1.323,57.143,2.398,0.442,-1.0,0.4276071428571428,225,225,25
18.0,kc_price_crossover_low,[18.  11.   3.9],kc_price_crossover_low^18.0^11.0^3.8999999999999995,4,0,9,0.002,0.6020406490525227,9,0.881,1.198,66.667,2.727,0.735,-1.0,0.6620516444073455,9,0.712,1.665,66.667,1.439,0.428,-1.0,0.5197129609609609,9,0.786,1.709,44.444,4.687,0.46,-1.0,0.5755046928028087,11.0,3.8999999999999995,
250.0,kdj_k_crossover_d_2,[250 225 225  30],kdj_k_crossover_d_2^250^225^225^30,4,0,8,0.001,0.606579082030686,8,0.486,0.985,62.5,1.706,0.493,-1.0,0.35698550253807104,8,0.592,1.409,75.0,1.28,0.42,-1.0,0.4318112704045422,8,1.99,2.78,75.0,9.367,0.716,-1.0,1.4927147482014387,225,225,30
180.0,smacd_histogram_start_increase,[180 432 162],smacd_histogram_start_increase^180^432^162,4,3,56,0.01,0.6365752381531757,56,0.416,0.773,69.643,1.59,0.538,201.96078431372547,0.5699038551099612,56,0.432,1.318,58.929,1.575,0.328,147.93893129770996,0.580007526555387,56,0.66,1.881,58.929,1.656,0.351,57.692307692307686,0.8881052631578948,432,162,
230.0,smi_k_crossover_d,[230 138 161],smi_k_crossover_d^230^138^161,4,0,11,0.002,0.6713736258853876,11,0.763,0.899,81.818,2.05,0.849,-1.0,0.5794301779755283,11,0.934,2.075,63.636,2.506,0.45,-1.0,0.6832288771084338,11,1.185,1.822,72.727,2.009,0.65,-1.0,0.8834493688254664,138,161,
150.0,smacd_histogram_start_increase,[150 390 210],smacd_histogram_start_increase^150^390^210,4,3,58,0.011,0.676657922101279,58,0.503,0.988,67.241,1.719,0.509,17.504332755632582,0.6871906578947368,58,0.554,1.334,58.621,2.009,0.415,17.381974248927037,0.750109355322339,58,0.407,1.949,55.172,1.358,0.209,45.77922077922078,0.5401489327860441,390,210,
14.0,kc_price_crossover_low,[14.  14.   3.9],kc_price_crossover_low^14.0^14.0^3.8999999999999995,4,0,3,0.001,0.7059915950012532,3,0.836,1.329,66.667,2.243,0.629,-1.0,0.6220116779533483,3,1.274,0.985,100.0,100.0,1.293,-1.0,1.007145502538071,3,0.63,1.197,33.333,10.874,0.526,-1.0,0.4642105263157894,14.0,3.8999999999999995,
210.0,kdj_k_crossover50,[210 168],kdj_k_crossover50^210^168,4,0,9,0.002,0.7100652058406942,9,0.54,1.13,77.778,0.902,0.478,-1.0,0.39606371681415925,9,1.183,1.631,77.778,1.725,0.725,-1.0,0.888163905579399,9,1.654,2.731,77.778,1.852,0.606,-1.0,1.2279208787989746,168,,
230.0,smi_k_crossover_d_2,[230 138 161  15],smi_k_crossover_d_2^230^138^161^15,4,0,10,0.002,0.7103482017907463,10,0.743,0.94,80.0,2.068,0.79,-1.0,0.5612100319148936,10,1.1,2.106,70.0,2.474,0.522,-1.0,0.810218423551757,10,1.251,1.899,70.0,2.221,0.659,-1.0,0.9333882938388623,138,161,15
14.0,kc_price_crossover_low_2,[14.  17.   1.5],kc_price_crossover_low_2^14.0^17.0^1.5,4,0,1,0.0,0.7261099999999999,1,1.157,0.0,100.0,100.0,0.0,-1.0,0.8099,1,0.868,0.0,100.0,100.0,0.0,-1.0,0.6075999999999999,1,0.992,0.0,100.0,100.0,0.0,-1.0,0.6943999999999999,17.0,1.5,
