datetime,open,high,low,close,volume,bb_neutral^12.0^1.5|stoch_d_neutral^180^162^126^60^40&emacd_histogram_start_increase^70^154^56|price_crossover_ema^120|sma_fast_crossover_slow_3^50^80&trailing_stop^34^3.0|trailing_stop^34^3.5,rsi_neutral^14^65^35|stoch_d_neutral^180^162^126^60^40&mass_crossunder1^18^5|rsi_crossover50^60|smacd_histogram_start_increase^230^598^161&trailing_stop^34^2.5|trailing_stop^34^3.0,roc_higher0^90|skew_positive^140^EMA&emacd_histogram_start_increase^70^154^56|price_crossover_ema^120|rsi_crossover50^60&bb_price_crossunder_high^34^2|trailing_stop^34^3.5,roc_higher0^90|skew_positive^140^EMA&emacd_histogram_start_increase^70^154^56|second_wave_trend_1^6|price_crossover_ema^130&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
2026-02-04 03:00:00,10.6525,10.6525,10.645,10.6525,330.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 03:15:00,10.6525,10.655,10.6475,10.655,22.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 03:30:00,10.6525,10.655,10.65,10.6525,76.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 03:45:00,10.65,10.65,10.65,10.65,20.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 04:00:00,10.65,10.655,10.65,10.65,65.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 04:15:00,10.65,10.65,10.6475,10.65,22.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 04:30:00,10.65,10.6525,10.6475,10.65,53.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 04:45:00,10.65,10.65,10.6475,10.6475,29.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 05:00:00,10.6475,10.65,10.645,10.6475,85.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 05:15:00,10.6475,10.6475,10.6475,10.6475,3.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 05:30:00,10.65,10.65,10.645,10.645,42.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 05:45:00,10.6475,10.6475,10.6425,10.645,25.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 06:00:00,10.645,10.6475,10.645,10.6475,40.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 06:15:00,10.65,10.65,10.645,10.645,10.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 06:30:00,10.6475,10.65,10.6425,10.6425,83.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 06:45:00,10.645,10.65,10.6425,10.645,224.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 07:00:00,10.645,10.6525,10.6425,10.6475,167.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 07:15:00,10.6475,10.6475,10.6425,10.6475,136.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 07:30:00,10.6475,10.6525,10.645,10.645,333.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 07:45:00,10.6475,10.655,10.6425,10.645,253.0,1.0,1.0,1.004416862929816,1.0
2026-02-04 08:00:00,10.6425,10.645,10.6375,10.6375,367.0,1.0,1.0,1.004416862929816,1.0
