datetime,open,high,low,close,volume,kdj_k_lower_d^8^7^7|atr_fast_lower_slow^40^88&kdj_k_crossunder_d^60^30^18|smacd_start_decrease^160^448&smi_k_crossover0^190^114^EMA|trailing_stop^34^2.5,tsi_lower_signal^6^3^2^SMA|atr_fast_lower_slow^40^88&rvi_crossunder_signal^90^63|kdj_d_crossunder50^250^200^75&second_wave_trend_1^190|trailing_stop^34^3.0,aroon_diff_lower0^190|tsi_lower_signal^6^3^2^SMA&rvi_crossunder_signal^90^63|kdj_d_crossunder50^250^200^75&second_wave_trend_1^190|trailing_stop^34^3.0,emacd_lower_signal^160^416^160|skew_negative^20^EMA&supertrend_short_signal^230.0^3.5|smacd_histogram_start_decrease_2^230^460^322&ma_atr_long_signal^18.0^22.0^2.8|trailing_stop^34^2.0,rsi_neutral^190^55^45|mass_higher1^220^88&smi_k_crossunder_d^190^152^171|smacd_crossunder_signal_3^230^414^253&bb_price_crossover_low^18.0^3.8999999999999995|trailing_stop^34^3.0,tsi_lower_signal^6^3^2^SMA|stoch_k_lower_d^11^10^10&mass_crossover1^90^27|smi_k_crossunder0^230^161^SMA&smacd_crossover_signal^150^270^165|trailing_stop^34^3.0,price_lower_ema^120|tsi_lower_signal^6^3^2^SMA&kdj_k_crossunder_d^60^30^18|sma_fast_crossunder_slow_3^40^112&stoch_k_crossover_d^70^63^49|trailing_stop^34^3.0,smacd_decrease^12^19|skew_positive^12^EMA&stoch_k_crossunder_d^250^175^125|smacd_histogram_start_decrease_2^230^460^322&kdj_k_crossover50^240^96|trailing_stop^34^2.0,stoch_k_lower_d^11^10^10|skew_negative^25^EMA&emacd_start_decrease^45^108|rvi_crossunder_signal^120^60&second_wave_trend_1^190|trailing_stop^34^3.0,rsi_oversold^200^50|smi_d_neutral^11^8^8^10.0^-10.0^SMA&trix_start_decrease^230|mass_crossunder1^120^84&smacd_start_increase^140^364|trailing_stop^34^3.0,price_lower_ema^120|smi_d_neutral^11^8^8^10.0^-10.0^SMA&price_crossunder_sma^45|kdj_k_crossunder_d_2^190^171^171^85&bb_price_crossover_low_2^60.0^2.0999999999999996|trailing_stop^34^3.0,bb_neutral^160.0^2.5|kdj_k_neutral^240^144^60^40&tsi_crossunder_signal^60^30^18^EMA|adx_crossover_threshold^45.0^35.0&bb_price_crossover_low^18.0^3.8999999999999995|trailing_stop^34^3.5,kdj_k_lower_d^8^7^7|mass_lower1^110^99&mass_crossunder1^140^70|stoch_k_crossunder_d^230^138^115&bb_price_crossover_high^25.0^3.8999999999999995|trailing_stop^34^3.5,price_lower_ema^120|tsi_lower_signal^6^3^2^SMA&roc_crossunder0^30|ema_fast_crossunder_slow^160^256&sma_fast_crossover_slow^110^264|trailing_stop^34^3.0,smacd_histogram_decrease^16^26^19|rsi_oversold^60^50&price_crossunder_ema^25|adx_crossunder_threshold^230.0^20.0&bb_price_crossover_high^25.0^3.8999999999999995|trailing_stop^34^3.5,rsi_oversold^200^50|smi_d_oversold^100^80^90^0.0^SMA&tsi_crossunder_signal^45^40^18^EMA|sma_fast_crossunder_slow_3^40^112&stoch_k_crossover_d^70^63^49|trailing_stop^34^3.0,rsi_oversold^200^50|stoch_k_neutral^50^15^60^40&roc_crossunder0^30|rvi_crossunder_signal^120^60&smacd_start_increase^120^312|trailing_stop^34^3.0,stoch_k_lower_d^11^10^10|rvi_neutral^29^5.0^-5.0^EMA&sma_fast_crossunder_slow_3^40^112|smacd_crossunder_signal^200^560^200&smi_k_crossover_d_2^240^216^216^45|trailing_stop^34^3.5,rsi_oversold^200^50|stoch_k_neutral^50^15^60^40&rvi_crossunder_signal^120^60|mass_crossunder1^120^84&smacd_start_increase^140^364|trailing_stop^34^3.0
2026-03-05 15:30:00,5095.0,5102.6,5086.2,5089.0,2255.0,0.9689748877351863,1.0043415120557386,1.0225685789416423,0.9720692261724189,0.9912274345800368,0.9882669554077861,1.014849127693245,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0105028717563675,0.9971516577958852,1.002552844795367,0.9963635858989743,0.9878867512236593,0.9773612855981082,1.0228985848063377,1.0438962968249839,1.017412434635543
2026-03-05 15:45:00,5089.4,5112.5,5088.2,5111.3,1687.0,0.9646594547405081,1.0000234886648316,1.0182505555507353,0.9677228406889566,0.9912274345800368,0.9882669554077861,1.0105322745436844,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0061925269287815,0.9928149082188642,1.002552844795367,0.9920268363219533,0.9835741557373803,0.973014900114646,1.018569664512825,1.0438962968249839,1.0130835143420307
2026-03-05 16:00:00,5111.8,5113.5,5082.6,5091.2,2253.0,0.968549149950958,1.0039155187167252,1.022142585602629,0.9716404347794316,0.9912274345800368,0.9882669554077861,1.0144232498040506,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0100776359437806,0.9967238170304393,1.002552844795367,0.9959357451335284,0.9874612933729949,0.976932494205121,1.022471516436574,1.0438962968249839,1.0169853662657795
2026-03-05 16:15:00,5091.6,5094.2,5068.0,5072.0,2400.0,0.9722646797042236,1.0076332787662954,1.025860345652199,0.9753826142091391,0.9912274345800368,0.9882669554077861,1.0181400022915648,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0137887848536307,1.0004577000743318,1.002552844795367,0.9996696281774209,0.9911743800697015,0.9806746736348284,1.0261986585726923,1.0438962968249839,1.020712508401898
2026-03-05 16:30:00,5072.6,5081.3,5062.4,5079.6,2395.0,0.9707939491768891,1.0061616654133405,1.0243887322992442,0.9739013348515464,0.9912274345800368,0.9882669554077861,1.016668787765257,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0123197884101482,0.9989797047027908,1.002552844795367,0.99819163280588,0.9897046165855885,0.9791933942772357,1.0247233314771453,1.0438962968249839,1.019237181306351
2026-03-05 16:45:00,5079.5,5089.8,5079.1,5086.5,1468.0,0.9694586806718095,1.0048255953955263,1.02305266228143,0.9725564891189953,0.9912274345800368,0.9882669554077861,1.0153330798400568,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.010986094270671,0.9976378404838921,1.002552844795367,0.9968497685869813,0.9883702260539595,0.9778485485446846,1.023383889771978,1.0438962968249839,1.0178977396011835
2026-03-05 17:00:00,5086.6,5098.5,5082.3,5095.2,1550.0,0.9677750812523611,1.0031409853730648,1.0213680522589685,0.9708608140649093,0.9912274345800368,0.9882669554077861,1.013648926369152,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0093044799208952,0.9959459247296283,1.002552844795367,0.9951578528327174,0.9866877336445146,0.9761528734905986,1.0216950284915494,1.0438962968249839,1.016208878320755
2026-03-05 17:15:00,5095.6,5097.8,5083.9,5083.9,1062.0,0.9699618253258975,1.0053290420689056,1.0235561089548093,0.9730632425834349,0.9912274345800368,0.9882669554077861,1.015836390072741,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0114886456855465,0.9981434704794192,1.002552844795367,0.9973553985825083,0.9888730398774721,0.9783553020091242,1.023888606936244,1.0438962968249839,1.0184024567654497
2026-03-05 17:30:00,5084.5,5086.4,5063.5,5072.0,2383.0,0.9722646797042236,1.0076332787662954,1.025860345652199,0.9753826142091391,0.9912274345800368,0.9882669554077861,1.0181400022915648,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0137887848536307,1.0004577000743318,1.002552844795367,0.9996696281774209,0.9911743800697015,0.9806746736348284,1.0261986585726923,1.0438962968249839,1.020712508401898
2026-03-05 17:45:00,5071.8,5077.6,5063.8,5071.2,1560.0,0.972419493443943,1.0077881854350275,1.0260152523209312,0.9755385383520436,0.9912274345800368,0.9882669554077861,1.0182948669785445,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0139434160582077,1.0006132785344939,1.002552844795367,0.999825206637583,0.9913290920153977,0.980830597777733,1.0263539561616972,1.0438962968249839,1.0208678059909029
2026-03-05 18:00:00,5071.0,5082.4,5058.9,5080.6,2042.0,0.9706004320022399,1.0059680320774254,1.024195098963329,0.9737064296729159,0.9912274345800368,0.9882669554077861,1.0164752069065324,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.012126499404427,0.998785231627588,1.002552844795367,0.9979971597306772,0.9895112266534682,0.9789984890986052,1.0240292094908892,1.0438962968249839,1.0190430593200948
2026-03-05 18:15:00,5080.4,5084.8,5070.0,5080.0,2522.0,0.9707165423070296,1.0060842120789746,1.0243112789648783,0.9738233727800942,0.9912274345800368,0.9882669554077861,1.0165913554217672,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0122424728078598,0.9989019154727099,1.002552844795367,0.998113843575799,0.9896272606127405,0.9791154322057836,1.0240292094908892,1.0438962968249839,1.0191595325118485
2026-03-05 18:30:00,5080.2,5094.6,5079.2,5092.0,1617.0,0.9683943362112386,1.0037606120479932,1.0219876789338969,0.9714845106365271,0.9912274345800368,0.9882669554077861,1.0142683851170708,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0099230047392036,0.996568238570277,1.002552844795367,0.9957801666733661,0.9873065814272988,0.9767765700622164,1.0240292094908892,1.0438962968249839,1.0168300686767746
2026-03-05 18:45:00,5092.3,5092.3,5076.0,5077.6,1142.0,0.9711809835261878,1.0065489320851708,1.0247759989710745,0.9742911452088077,0.9912274345800368,0.9882669554077861,1.0170559494827065,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.012706366421591,0.9993686508531963,1.002552844795367,0.9985805789562854,0.9900913964498288,0.979583204634497,1.0240292094908892,1.0438962968249839,1.0196254252788632
2026-03-05 19:00:00,5077.6,5089.7,5076.1,5081.9,797.0,0.9703488596751961,1.005716308740736,1.0239433756266396,0.9734530529406962,0.9912274345800368,0.9882669554077861,1.0162235517901903,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0118752236969892,0.9985324166298246,1.002552844795367,0.9977443447329137,0.9892598197417122,0.9787451123663855,1.0240292094908892,1.0438962968249839,1.018790700737962
2026-03-05 19:15:00,5081.4,5081.7,5070.3,5075.1,1009.0,0.9716647764628108,1.0070330154249585,1.0252600823108622,0.9747784081553841,0.9912274345800368,0.9882669554077861,1.0175399016295181,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0131895889358944,0.9998548335412032,1.002552844795367,0.9990667616442923,0.990574871280129,0.9800704675810734,1.0240292094908892,1.0438962968249839,1.0201107302445036
2026-03-05 19:30:00,5074.8,5075.5,5063.5,5073.7,989.0,0.9719357005073199,1.0073041020952398,1.0255311689811435,0.975051275405467,0.9912274345800368,0.9882669554077861,1.0178109148317327,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0134601935439045,1.0001270958464872,1.002552844795367,0.9993390239495763,0.9908456171850972,0.9803433348311563,1.0240292094908892,1.0438962968249839,1.0203825010252625
2026-03-05 19:45:00,5073.8,5078.5,5070.8,5074.6,569.0,0.9717615350501354,1.007129832092916,1.0253568989788198,0.9748758607446995,0.9912274345800368,0.9882669554077861,1.0176366920588804,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0132862334387551,0.9999520700788045,1.002552844795367,0.9991639981818936,0.9906715662461891,0.9801679201703888,1.0240292094908892,1.0438962968249839,1.0202077912376317
2026-03-05 20:00:00,5074.3,5089.4,5071.2,5088.2,1756.0,0.9691297014749058,1.0044964187244707,1.0227234856103744,0.9722251503153234,0.9912274345800368,0.9882669554077861,1.0150039923802248,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0106575029609448,0.9973072362560473,1.002552844795367,0.9965191643591365,0.9880414631693555,0.9775172097410127,1.0240292094908892,1.0438962968249839,1.017567732224548
2026-03-05 20:15:00,5088.9,5104.4,5085.6,5089.8,2067.0,0.9688200739954669,1.0041866053870063,1.02241367227291,0.9719133020295143,0.9912274345800368,0.9882669554077861,1.0146942630062652,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0103482405517905,0.9969960793357229,1.002552844795367,0.996208007438812,0.9877320392779632,0.9772053614552036,1.0240292094908892,1.0438962968249839,1.0172571370465382
2026-03-05 20:30:00,5090.4,5091.9,5084.0,5090.3,654.0,0.9687233154081423,1.0040897887190487,1.0223168556049524,0.9718158494401992,0.9912274345800368,0.9882669554077861,1.014597472576903,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0102515960489298,0.9968988427981216,1.002552844795367,0.9961107709012107,0.987635344311903,0.9771079088658885,1.0240292094908892,1.0438962968249839,1.01716007605341
2026-03-05 20:45:00,5090.4,5091.2,5082.2,5086.6,1337.0,0.9694393289543444,1.0048062320619346,1.0230332989478383,0.9725369986011323,0.9912274345800368,0.9882669554077861,1.015313721754184,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0109667653700989,0.9976183931763718,1.002552844795367,0.9968303212794609,0.9883508870607476,0.9778290580268216,1.0240292094908892,1.0438962968249839,1.0178783274025578
2026-03-05 21:00:00,5086.3,5093.9,5082.0,5086.1,782.0,0.969536087541669,1.0049030487298922,1.023130115615796,0.9726344511904474,0.9912274345800368,0.9882669554077861,1.0154105121835466,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0110634098729596,0.9977156297139731,1.002552844795367,0.9969275578170622,0.9884475820268075,0.9779265106161368,1.0240292094908892,1.0438962968249839,1.017975388395686
2026-03-05 21:15:00,5085.7,5091.0,5085.1,5091.0,340.0,0.9685878533858878,1.0039542453839083,1.022181312269812,0.9716794158151576,0.9912274345800368,0.9882669554077861,1.0144619659757956,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0101162937449248,0.9967627116454798,1.002552844795367,0.9959746397485689,0.987499971359419,0.9769714752408469,1.0240292094908892,1.0438962968249839,1.0170241906630308
2026-03-05 21:30:00,5090.6,5092.4,5082.2,5084.8,298.0,0.9697876598687132,1.0051547720665819,1.0233818389524856,0.9728878279226674,0.9912274345800368,0.9882669554077861,1.0156621672998887,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0113146855803974,0.9979684447117367,1.002552844795367,0.9971803728148259,0.9886989889385638,0.9781798873483567,1.0240292094908892,1.0438962968249839,1.018227746977819
2026-03-05 21:45:00,5084.3,5094.6,5083.5,5093.3,429.0,0.9681427638841946,1.0035088887113035,1.0217359555972072,0.9712311339043074,0.9912274345800368,0.9882669554077861,1.0140167300007288,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0096717290317658,0.9963154235725133,1.002552844795367,0.9955273516756025,0.9870551745155427,0.9765231933299967,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-05 23:00:00,5099.7,5119.2,5092.2,5096.0,981.0,0.9676202675126415,1.0029860787043328,1.0212131455902365,0.9707048899220048,0.9912274345800368,0.9882669554077861,1.0134940616821722,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0091498487163182,0.9957903462694659,1.002552844795367,0.9950022743725551,0.9865330216988184,0.9759969493476941,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-05 23:15:00,5095.4,5107.0,5093.4,5100.4,656.0,0.966768791944185,1.0021340920263062,1.02036115891221,0.9698473071360301,0.9912274345800368,0.9882669554077861,1.0126423059037837,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0082993770911444,0.9949346647385742,1.002552844795367,0.9941465928416633,0.9856821059974898,0.9751393665617194,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-05 23:30:00,5101.5,5111.7,5096.9,5110.9,464.0,0.9647368616103678,1.0001009419991977,1.0183280088851014,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0106097068871744,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.00626984253107,0.9928926974489454,1.002552844795367,0.9921046255520345,0.9836515117102285,0.9730928621860981,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-05 23:45:00,5110.0,5110.1,5094.3,5095.6,690.0,0.9676976743825012,1.0030635320386987,1.0212905989246024,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.013571494025662,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0092271643186066,0.9958681354995471,1.002552844795367,0.9950800636026362,0.9866103776716664,0.9760749114191463,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 00:00:00,5095.5,5100.6,5082.9,5094.6,990.0,0.9678911915571504,1.0032571653746138,1.0214842322605175,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0137650748843867,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.009420453324328,0.9960626085747497,1.002552844795367,0.9952745366778388,0.9868037676037864,0.9762698165977768,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 00:15:00,5094.7,5101.0,5087.9,5099.8,348.0,0.9668849022489745,1.0022502720278552,1.020477338913759,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0127584544190182,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.008415350494577,0.9950513485836956,1.002552844795367,0.9942632766867847,0.9857981399567617,0.9752563096688978,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 00:30:00,5100.1,5100.8,5084.2,5092.4,421.0,0.9683169293413789,1.0036831587136272,1.021910225599531,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.014190952773581,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0098456891369152,0.996490449340196,1.002552844795367,0.9957023774432852,0.9872292254544508,0.9766986079907642,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 00:45:00,5091.8,5098.1,5085.3,5092.5,563.0,0.968297577623914,1.0036637953800356,1.0218908622659393,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0141715946877086,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0098263602363429,0.9964710020326757,1.002552844795367,0.9956829301357648,0.9872098864612389,0.976679117472901,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 01:00:00,5092.4,5094.8,5074.0,5085.3,1388.0,0.9696909012813886,1.0050579553986243,1.023285022284528,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0155653768705264,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0112180410775367,0.9978712081741352,1.002552844795367,0.9970831362772243,0.9886022939725037,0.9780824347590413,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 01:15:00,5086.8,5097.0,5083.0,5093.8,664.0,0.9680460052968698,1.003412072043346,1.0216391389292496,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0139199395713665,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.009575084528905,0.996218187034912,1.002552844795367,0.9954301151380012,0.9869584795494826,0.9764257407406813,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 01:30:00,5093.7,5128.6,5093.7,5126.1,1718.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9899367067058635,1.002552844795367,0.9886486348089527,0.9807119847420023,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 01:45:00,5126.0,5151.3,5125.2,5142.1,2857.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 02:00:00,5142.0,5145.9,5133.5,5138.0,1592.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 02:15:00,5138.1,5142.4,5135.8,5136.9,609.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 02:30:00,5137.1,5140.0,5129.8,5133.0,704.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 02:45:00,5131.5,5136.8,5130.1,5133.9,524.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 03:00:00,5134.8,5143.0,5132.1,5141.4,763.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 03:15:00,5141.1,5149.8,5138.7,5144.6,937.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 03:30:00,5144.6,5146.4,5137.6,5140.9,560.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 03:45:00,5141.6,5143.7,5138.6,5139.9,218.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 04:00:00,5139.9,5144.7,5139.6,5143.4,271.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 04:15:00,5144.8,5145.2,5136.2,5138.3,273.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 04:30:00,5138.5,5142.0,5137.2,5141.5,226.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 04:45:00,5142.1,5144.7,5135.0,5136.2,304.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 05:00:00,5136.0,5138.7,5131.2,5135.9,519.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 05:15:00,5135.1,5138.9,5131.5,5138.4,426.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 05:30:00,5138.6,5138.6,5127.4,5129.5,824.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 05:45:00,5130.2,5131.7,5122.9,5126.6,762.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 06:00:00,5126.1,5130.0,5118.7,5125.3,646.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9771177458280801,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 06:15:00,5125.3,5131.9,5123.0,5128.7,362.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9759543700256881,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 06:30:00,5128.1,5131.8,5125.1,5130.0,491.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.975700726336538,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
2026-03-06 06:45:00,5129.4,5131.6,5123.9,5124.9,499.0,0.9612954005556991,0.9966577152932878,1.0148847821791915,0.9673008027604089,0.9912274345800368,0.9882669554077861,1.0071672778345588,1.0088390200531379,1.0122297871747632,0.9960970970970972,1.0028318496441053,0.9863251375026197,1.002552844795367,0.9886486348089527,0.9766957900401263,0.9696303034709131,1.0240292094908892,1.0438962968249839,1.0160777100946417
