开始时间,结束时间,total+总收益率%,total+年化收益率%,total+最大回撤%,total+sharpe比率,total+sortino比率,total+calmar比率,total+年化波动率%,total+日波动率%,total+均持天数,total+交易次数,total+交易胜率%,total+盈亏比,total+bar胜率%,total+总交易成本%,strategy_name
2026-02-16 08:15:00,2026-06-18,19.01,68.565,7.679,3.32,1.044,8.929,20.651,1.081,0.611,16.0,62.5,1.603,53.991,1.6,stoch_d_overbought^250^150^75^50&aroon_diff_crossover0^100&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.03,68.65,8.418,2.212,1.332,8.155,31.038,1.625,0.774,34.0,52.941,1.534,50.32,3.4,smacd_higher_signal^110^286^132&sma_fast_crossover_slow_3^55^154&trailing_stop^34^3.5
2026-02-16 08:15:00,2026-06-18,19.036,68.678,7.119,2.654,1.236,9.647,25.878,1.355,0.477,37.0,54.054,1.594,51.865,3.7,tsi_neutral^60^24^10.0^-10.0^SMA&supertrend_long_signal^40.0^3.3&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.05,68.738,5.738,3.185,1.318,11.979,21.583,1.13,0.511,26.0,57.692,1.516,52.65,2.6,price_higher_sma^210&kdj_k_crossover50^60^54&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.09,68.908,5.526,2.794,1.273,12.47,24.663,1.291,0.495,35.0,51.429,1.808,52.427,3.5,smi_neutral^170^153^30.0^-30.0^SMA&kdj_d_crossover50^70^28^21&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.149,69.159,6.785,3.115,1.127,10.192,22.199,1.162,0.604,19.0,57.895,2.101,52.133,1.9,ma_atr_long_period^230.0^276.0^1.2&smi_k_crossover_d_2^140^42^70^15&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.169,69.244,8.43,2.726,1.397,8.214,25.4,1.329,0.486,40.0,52.5,1.602,51.415,4.0,price_higher_sma^35&kdj_k_crossover50^80^40&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.18,69.291,6.839,2.914,1.124,10.132,23.78,1.245,0.519,26.0,57.692,1.736,50.963,2.6,mass_lower1^55^44&stoch_k_crossover50^80^24&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.233,69.514,7.355,2.989,1.278,9.451,23.259,1.217,0.485,29.0,48.276,2.233,51.034,2.9,price_higher_ema^14&smi_k_crossover_d_2^120^48^36^15&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.242,69.555,3.614,3.625,1.443,19.244,19.187,1.004,0.454,10.0,60.0,3.722,48.485,1.0,roc_higher0^200&trix_crossover_signal^150^150&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.272,69.68,8.716,2.272,1.206,7.994,30.67,1.605,0.801,30.0,53.333,1.633,50.636,3.0,kdj_d_overbought^160^144^144^50&sma_fast_crossover_slow_3^55^154&trailing_stop^34^3.5
2026-02-16 08:15:00,2026-06-18,19.275,69.692,6.619,3.154,1.122,10.529,22.096,1.157,0.584,19.0,63.158,1.885,53.168,1.9,price_higher_sma^210&smi_k_crossover_d_2^140^42^70^15&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.284,69.731,7.718,3.386,1.466,9.035,20.597,1.078,0.548,24.0,58.333,1.679,53.14,2.4,smi_neutral^170^153^30.0^-30.0^SMA&smi_k_crossover_d^190^57^95&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.298,69.791,7.582,2.573,1.16,9.204,27.129,1.42,0.502,37.0,48.649,2.057,52.016,3.7,tsi_neutral^60^24^10.0^-10.0^SMA&stoch_k_crossover50^80^24&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.312,69.851,3.505,3.706,1.595,19.93,18.849,0.987,0.449,12.0,58.333,3.843,49.716,1.2,rsi_fast_higher_slow^40^112&trix_crossover_signal^150^150&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.315,69.866,6.969,4.073,1.545,10.025,17.152,0.898,0.782,12.0,58.333,2.66,51.792,1.2,tsi_neutral^220^198^15.0^-15.0^SMA&mass_crossunder1^220^132&trailing_stop^34^3.0
2026-02-16 08:15:00,2026-06-18,19.322,69.896,5.768,3.942,1.391,12.118,17.73,0.928,0.487,19.0,57.895,2.662,53.719,1.9,smacd_histogram_increase^110^308^154&kdj_k_crossover50^80^40&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.358,70.048,6.832,3.206,1.414,10.253,21.848,1.144,0.596,25.0,52.0,2.128,52.615,2.5,adx_lower_threshold^35.0^15.0&kdj_k_crossover50^60^54&trailing_stop^34^3.0
2026-02-16 08:15:00,2026-06-18,19.362,70.067,8.121,3.056,1.452,8.628,22.929,1.2,0.56,29.0,55.172,1.728,51.555,2.9,stoch_d_neutral^80^56^40^60^40&smacd_histogram_start_increase_2^60^108^72&trailing_stop^34^2.5
2026-02-16 08:15:00,2026-06-18,19.376,70.127,8.172,3.101,1.509,8.582,22.613,1.184,0.516,31.0,54.839,1.592,52.249,3.1,smacd_histogram_increase^55^99^38&supertrend_long_signal^70.0^3.6999999999999993&trailing_stop^34^2.5
