coin_name,inv0,cl_name,cl_canshu,is_run,cl_id,cl_index
HG2607,15min,bb_neutral^8.0^1.9|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|adx_crossover_threshold^170.0^15.0&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,bb_neutral^8.0^1.9|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|adx_crossover_threshold^170.0^15.0&aroon_diff_crossunder0^89|trailing_stop^34^3.0,bb_neutral^8.0^1.9|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|adx_crossover_threshold^170.0^15.0&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,emacd_higher_signal^12^29^8|mass_higher1^150^60&stoch_k_crossover_d^80^48^72|smacd_histogram_start_increase^230^460^253&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,emacd_higher_signal^12^29^8|mass_higher1^150^60&stoch_k_crossover_d^80^48^72|smacd_histogram_start_increase^230^460^253&trailing_stop^34^3.0|trailing_stop^34^3.5,emacd_higher_signal^12^29^8|mass_higher1^150^60&stoch_k_crossover_d^80^48^72|smacd_histogram_start_increase^230^460^253&trailing_stop^34^3.0|trailing_stop^34^3.5
HG2607,15min,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|tsi_crossover0^210^126^SMA&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|tsi_crossover0^210^126^SMA&trailing_stop^34^3.0|trailing_stop^34^3.5,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|tsi_crossover0^210^126^SMA&trailing_stop^34^3.0|trailing_stop^34^3.5
HG2607,15min,kdj_k_neutral^8^2^85^15|mass_higher1^180^54&kdj_k_crossover50^29^23|smacd_crossover_signal^190^380^171&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,kdj_k_neutral^8^2^85^15|mass_higher1^180^54&kdj_k_crossover50^29^23|smacd_crossover_signal^190^380^171&trailing_stop^34^3.0|trailing_stop^34^3.5,kdj_k_neutral^8^2^85^15|mass_higher1^180^54&kdj_k_crossover50^29^23|smacd_crossover_signal^190^380^171&trailing_stop^34^3.0|trailing_stop^34^3.5
HG2607,15min,stoch_d_overbought^8^3^4^50|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smacd_crossover_signal_2^220^396^132&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,stoch_d_overbought^8^3^4^50|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smacd_crossover_signal_2^220^396^132&aroon_diff_crossunder0^89|trailing_stop^34^3.0,stoch_d_overbought^8^3^4^50|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smacd_crossover_signal_2^220^396^132&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|tsi_crossover0^220^110^SMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|tsi_crossover0^220^110^SMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|tsi_crossover0^220^110^SMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,emacd_higher_signal^12^29^8|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|kdj_k_crossover_d_2^240^168^168^20&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,emacd_higher_signal^12^29^8|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|kdj_k_crossover_d_2^240^168^168^20&aroon_diff_crossunder0^89|trailing_stop^34^3.0,emacd_higher_signal^12^29^8|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|kdj_k_crossover_d_2^240^168^168^20&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,stoch_d_overbought^8^3^4^50|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smi_k_crossover_d^80^56^24&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,stoch_d_overbought^8^3^4^50|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smi_k_crossover_d^80^56^24&aroon_diff_crossunder0^89|trailing_stop^34^3.0,stoch_d_overbought^8^3^4^50|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smi_k_crossover_d^80^56^24&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|smacd_crossover_signal^190^380^171&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|smacd_crossover_signal^190^380^171&aroon_diff_crossunder0^89|trailing_stop^34^3.0,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^29^23|smacd_crossover_signal^190^380^171&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,kdj_k_overbought^50^15^50|mass_higher1^150^60&emacd_start_increase^120^288|kdj_k_crossover50^29^23&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,kdj_k_overbought^50^15^50|mass_higher1^150^60&emacd_start_increase^120^288|kdj_k_crossover50^29^23&trailing_stop^34^3.0|trailing_stop^34^3.5,kdj_k_overbought^50^15^50|mass_higher1^150^60&emacd_start_increase^120^288|kdj_k_crossover50^29^23&trailing_stop^34^3.0|trailing_stop^34^3.5
HG2607,15min,kc_neutral^80.0^32.0^3.6999999999999993|mass_higher1^150^60&kdj_k_crossover_d^80^72^72|smacd_histogram_start_increase^230^460^253&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,kc_neutral^80.0^32.0^3.6999999999999993|mass_higher1^150^60&kdj_k_crossover_d^80^72^72|smacd_histogram_start_increase^230^460^253&trailing_stop^34^3.0|trailing_stop^34^3.5,kc_neutral^80.0^32.0^3.6999999999999993|mass_higher1^150^60&kdj_k_crossover_d^80^72^72|smacd_histogram_start_increase^230^460^253&trailing_stop^34^3.0|trailing_stop^34^3.5
HG2607,15min,sma_fast_higher_slow^6^11|kdj_k_neutral^8^2^85^15&stoch_k_crossover_d^170^68^51|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,sma_fast_higher_slow^6^11|kdj_k_neutral^8^2^85^15&stoch_k_crossover_d^170^68^51|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,sma_fast_higher_slow^6^11|kdj_k_neutral^8^2^85^15&stoch_k_crossover_d^170^68^51|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,kc_neutral^60.0^24.0^1.9|kdj_k_neutral^8^2^85^15&stoch_k_crossover_d^170^68^51|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,kc_neutral^60.0^24.0^1.9|kdj_k_neutral^8^2^85^15&stoch_k_crossover_d^170^68^51|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,kc_neutral^60.0^24.0^1.9|kdj_k_neutral^8^2^85^15&stoch_k_crossover_d^170^68^51|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,bb_neutral^8.0^1.9|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smacd_crossover_signal^190^380^171&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,bb_neutral^8.0^1.9|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smacd_crossover_signal^190^380^171&aroon_diff_crossunder0^89|trailing_stop^34^3.0,bb_neutral^8.0^1.9|kdj_k_neutral^8^2^85^15&rvi_signal_crossover0^30^24^EMA|smacd_crossover_signal^190^380^171&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^30^21|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^30^21|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0,kdj_k_neutral^8^2^85^15|mass_higher1^150^60&kdj_k_crossover50^30^21|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^89|trailing_stop^34^3.0
HG2607,15min,rvi_signal_overbought^26^13^0.0^EMA|rsi_neutral^11^60^40&emacd_start_increase^120^288|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,rvi_signal_overbought^26^13^0.0^EMA|rsi_neutral^11^60^40&emacd_start_increase^120^288|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,rvi_signal_overbought^26^13^0.0^EMA|rsi_neutral^11^60^40&emacd_start_increase^120^288|rvi_signal_crossover0^30^24^EMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0
CL0608,15min,aroon_diff_higher0^110|stoch_k_neutral^240^216^80^20&rvi_crossover_signal^18^13|smacd_crossover_signal_2^220^352^198&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.0,0,1,aroon_diff_higher0^110|stoch_k_neutral^240^216^80^20&rvi_crossover_signal^18^13|smacd_crossover_signal_2^220^352^198&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.0,aroon_diff_higher0^110|stoch_k_neutral^240^216^80^20&rvi_crossover_signal^18^13|smacd_crossover_signal_2^220^352^198&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.0
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|kdj_k_crossover_d^230^115^69&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|kdj_k_crossover_d^230^115^69&aroon_diff_crossunder0^89|trailing_stop^34^3.0,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|kdj_k_crossover_d^230^115^69&aroon_diff_crossunder0^89|trailing_stop^34^3.0
CL0608,15min,price_higher_sma^210|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^20^12|emacd_start_increase^150^420&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,price_higher_sma^210|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^20^12|emacd_start_increase^150^420&aroon_diff_crossunder0^59|trailing_stop^34^3.0,price_higher_sma^210|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^20^12|emacd_start_increase^150^420&aroon_diff_crossunder0^59|trailing_stop^34^3.0
CL0608,15min,aroon_diff_higher0^110|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^18^13|adx_plus_crossover_minus^80&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,aroon_diff_higher0^110|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^18^13|adx_plus_crossover_minus^80&aroon_diff_crossunder0^59|trailing_stop^34^3.0,aroon_diff_higher0^110|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^18^13|adx_plus_crossover_minus^80&aroon_diff_crossunder0^59|trailing_stop^34^3.0
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smacd_histogram_start_increase_2^60^108^72&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smacd_histogram_start_increase_2^60^108^72&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smacd_histogram_start_increase_2^60^108^72&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|second_wave_trend_1^6&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|second_wave_trend_1^6&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|second_wave_trend_1^6&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|second_wave_trend_2^6&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|second_wave_trend_2^6&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|second_wave_trend_2^6&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|aroon_diff_crossover0^90&aroon_diff_crossunder0^89|trailing_stop^34^3.0,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|aroon_diff_crossover0^90&aroon_diff_crossunder0^89|trailing_stop^34^3.0,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|aroon_diff_crossover0^90&aroon_diff_crossunder0^89|trailing_stop^34^3.0
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase_2^60^108^72&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase_2^60^108^72&aroon_diff_crossunder0^59|trailing_stop^34^3.0,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase_2^60^108^72&aroon_diff_crossunder0^59|trailing_stop^34^3.0
CL0608,15min,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smi_d_crossover0^250^125^75^EMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smi_d_crossover0^250^125^75^EMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smi_d_crossover0^250^125^75^EMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|price_crossover_sma^110&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|price_crossover_sma^110&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|price_crossover_sma^110&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smacd_crossover_signal_3^210^294^189&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smacd_crossover_signal_3^210^294^189&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smacd_crossover_signal_3^210^294^189&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|emacd_start_increase^160^384&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|emacd_start_increase^160^384&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|emacd_start_increase^160^384&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase^70^112^70&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase^70^112^70&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase^70^112^70&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|stoch_k_crossover_d^120^96^36&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|stoch_k_crossover_d^120^96^36&aroon_diff_crossunder0^59|trailing_stop^34^3.0,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|stoch_k_crossover_d^120^96^36&aroon_diff_crossunder0^59|trailing_stop^34^3.0
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase_2^60^108^72&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase_2^60^108^72&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smacd_histogram_start_increase_2^60^108^72&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,aroon_diff_higher0^110|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^18^13|tsi_crossover_signal^220^198^176^SMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,aroon_diff_higher0^110|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^18^13|tsi_crossover_signal^220^198^176^SMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,aroon_diff_higher0^110|rvi_signal_neutral^250^200^5.0^-5.0^SMA&rvi_crossover_signal^18^13|tsi_crossover_signal^220^198^176^SMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0
CL0608,15min,aroon_diff_higher0^110|stoch_k_neutral^240^216^80^20&rvi_crossover_signal^18^13|smi_k_crossover0^250^125^SMA&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.0,0,1,aroon_diff_higher0^110|stoch_k_neutral^240^216^80^20&rvi_crossover_signal^18^13|smi_k_crossover0^250^125^SMA&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.0,aroon_diff_higher0^110|stoch_k_neutral^240^216^80^20&rvi_crossover_signal^18^13|smi_k_crossover0^250^125^SMA&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.0
CL0608,15min,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smi_k_crossover0^250^125^SMA&trailing_stop^34^3.0|trailing_stop^34^3.5,0,1,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smi_k_crossover0^250^125^SMA&trailing_stop^34^3.0|trailing_stop^34^3.5,smi_d_overbought^180^144^54^0.0^EMA|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^20^12|smi_k_crossover0^250^125^SMA&trailing_stop^34^3.0|trailing_stop^34^3.5
CL0608,15min,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smi_k_crossover0^250^125^SMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,0,1,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smi_k_crossover0^250^125^SMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0,aroon_diff_higher0^110|smi_d_neutral^160^112^144^25.0^-25.0^SMA&rvi_crossover_signal^18^13|smi_k_crossover0^250^125^SMA&aroon_diff_crossunder0^59|trailing_stop^34^3.0
ZS2611,15min,kdj_k_higher_d^70^63^49|rvi_neutral^40^15.0^-15.0^EMA&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&aroon_diff_crossunder0^109|trailing_stop^34^2.5,0,1,kdj_k_higher_d^70^63^49|rvi_neutral^40^15.0^-15.0^EMA&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&aroon_diff_crossunder0^109|trailing_stop^34^2.5,kdj_k_higher_d^70^63^49|rvi_neutral^40^15.0^-15.0^EMA&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&aroon_diff_crossunder0^109|trailing_stop^34^2.5
ZS2611,15min,trix_increase^60|rvi_neutral^40^15.0^-15.0^EMA&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&aroon_diff_crossunder0^109|trailing_stop^34^2.5,0,1,trix_increase^60|rvi_neutral^40^15.0^-15.0^EMA&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&aroon_diff_crossunder0^109|trailing_stop^34^2.5,trix_increase^60|rvi_neutral^40^15.0^-15.0^EMA&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&aroon_diff_crossunder0^109|trailing_stop^34^2.5
ZS2611,15min,rvi_neutral^23^15.0^-15.0^EMA|convexity_higher1^6^SMA&mass_crossover1^220^88|ema_fast_crossover_slow^35^56&bb_price_crossunder_high^34^2|trailing_stop^34^3.5,0,1,rvi_neutral^23^15.0^-15.0^EMA|convexity_higher1^6^SMA&mass_crossover1^220^88|ema_fast_crossover_slow^35^56&bb_price_crossunder_high^34^2|trailing_stop^34^3.5,rvi_neutral^23^15.0^-15.0^EMA|convexity_higher1^6^SMA&mass_crossover1^220^88|ema_fast_crossover_slow^35^56&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
ZS2611,15min,aroon_diff_higher0^80|smacd_increase^80^128&ema_fast_crossover_slow^35^56|smacd_start_increase^210^294&aroon_diff_crossunder0^109|trailing_stop^34^2.5,0,1,aroon_diff_higher0^80|smacd_increase^80^128&ema_fast_crossover_slow^35^56|smacd_start_increase^210^294&aroon_diff_crossunder0^109|trailing_stop^34^2.5,aroon_diff_higher0^80|smacd_increase^80^128&ema_fast_crossover_slow^35^56|smacd_start_increase^210^294&aroon_diff_crossunder0^109|trailing_stop^34^2.5
ZS2611,15min,sma_fast_higher_slow^35^63|rsi_neutral^14^65^35&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&trailing_stop^34^2.5|trailing_stop^34^3.0,0,1,sma_fast_higher_slow^35^63|rsi_neutral^14^65^35&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&trailing_stop^34^2.5|trailing_stop^34^3.0,sma_fast_higher_slow^35^63|rsi_neutral^14^65^35&ema_fast_crossover_slow^35^56|smacd_crossover_signal_3^210^336^168&trailing_stop^34^2.5|trailing_stop^34^3.0
ZS2611,15min,trix_higher_signal^50.0^50.0|rvi_neutral^23^15.0^-15.0^EMA&mass_crossover1^220^88|ema_fast_crossover_slow^30^72&bb_price_crossunder_high^34^2|trailing_stop^34^2.5,0,1,trix_higher_signal^50.0^50.0|rvi_neutral^23^15.0^-15.0^EMA&mass_crossover1^220^88|ema_fast_crossover_slow^30^72&bb_price_crossunder_high^34^2|trailing_stop^34^2.5,trix_higher_signal^50.0^50.0|rvi_neutral^23^15.0^-15.0^EMA&mass_crossover1^220^88|ema_fast_crossover_slow^30^72&bb_price_crossunder_high^34^2|trailing_stop^34^2.5
ZS2611,15min,trix_increase^70|rvi_neutral^23^15.0^-15.0^EMA&mass_crossover1^220^88|ema_fast_crossover_slow^35^56&bb_price_crossunder_high^34^2|trailing_stop^34^3.5,0,1,trix_increase^70|rvi_neutral^23^15.0^-15.0^EMA&mass_crossover1^220^88|ema_fast_crossover_slow^35^56&bb_price_crossunder_high^34^2|trailing_stop^34^3.5,trix_increase^70|rvi_neutral^23^15.0^-15.0^EMA&mass_crossover1^220^88|ema_fast_crossover_slow^35^56&bb_price_crossunder_high^34^2|trailing_stop^34^3.5
ZL2612,15min,kdj_k_overbought^80^56^50|kdj_d_overbought^60^54^54^50&bb_price_crossover_low^35.0^3.4999999999999996|smacd_histogram_start_increase^230^322^299&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.5,0,1,kdj_k_overbought^80^56^50|kdj_d_overbought^60^54^54^50&bb_price_crossover_low^35.0^3.4999999999999996|smacd_histogram_start_increase^230^322^299&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.5,kdj_k_overbought^80^56^50|kdj_d_overbought^60^54^54^50&bb_price_crossover_low^35.0^3.4999999999999996|smacd_histogram_start_increase^230^322^299&bb_price_crossunder_high^34^2.5|trailing_stop^34^3.5
