param_0,entry_name,params,signal_id,总月份数,有效月份数,总信号数量,总信号密度,score,w20_有效信号数,w20_平均收益%,w20_收益标准差%,w20_胜率%,w20_盈亏比,w20_稳定性,w20_收益衰减率%,w20_score,w40_有效信号数,w40_平均收益%,w40_收益标准差%,w40_胜率%,w40_盈亏比,w40_稳定性,w40_收益衰减率%,w40_score,w60_有效信号数,w60_平均收益%,w60_收益标准差%,w60_胜率%,w60_盈亏比,w60_稳定性,w60_收益衰减率%,w60_score,param_1,param_2,param_3
150.0,sma_fast_crossunder_slow_2,[150 360],sma_fast_crossunder_slow_2^150^360,4,0,2,0.0,1.5841634717702036,2,2.375,2.064,100.0,100.0,1.151,-1.0,1.853800266472868,2,1.689,4.318,50.0,2.286,0.391,-1.0,1.228546056044465,2,1.978,4.65,50.0,2.48,0.425,-1.0,1.4434976086021505,360,,
120.0,sma_fast_crossunder_slow_2,[120 336],sma_fast_crossunder_slow_2^120^336,4,0,1,0.0,1.9864600000000001,1,2.993,0.0,100.0,100.0,0.0,-1.0,2.0951,1,1.849,0.0,100.0,100.0,0.0,-1.0,1.2943,1,3.933,0.0,100.0,100.0,0.0,-1.0,2.7531,336,,
240.0,stoch_k_crossunder_d_2,[240 192 216  85],stoch_k_crossunder_d_2^240^192^216^85,4,0,4,0.001,2.0199786915493583,4,2.226,2.461,75.0,21.535,0.905,-1.0,1.6991408045509953,4,2.097,3.383,75.0,2.078,0.62,-1.0,1.5588898403783624,3,4.309,2.613,100.0,100.0,1.649,-1.0,3.5137066858017603,192,216,85
150.0,bb_price_crossunder_high_2,[150.    2.5],bb_price_crossunder_high_2^150.0^2.5,4,0,1,0.0,2.21326,1,2.094,0.0,100.0,100.0,0.0,-1.0,1.4657999999999998,1,4.516,0.0,100.0,100.0,0.0,-1.0,3.1612,1,3.8,0.0,100.0,100.0,0.0,-1.0,2.6599999999999997,2.5,,
210.0,smacd_crossunder_signal_3,[210 336 252],smacd_crossunder_signal_3^210^336^252,4,0,3,0.0,3.378510964986329,3,3.104,2.32,66.667,29.767,1.338,-1.0,2.463505655172414,3,4.968,2.549,100.0,100.0,1.949,-1.0,4.155384103570027,3,5.382,2.765,100.0,100.0,1.946,-1.0,4.500714531645569,336,252,
190.0,smacd_crossunder_signal_3,[190 418 266],smacd_crossunder_signal_3^190^418^266,4,0,2,0.0,3.667905062832462,2,3.613,2.814,100.0,100.0,1.284,-1.0,2.853820621890547,2,4.946,3.994,100.0,100.0,1.238,-1.0,3.8909441462193284,2,6.438,3.366,100.0,100.0,1.913,-1.0,5.368557540106951,418,266,
30.0,bb_price_crossunder_high_2,[30.   1.9],bb_price_crossunder_high_2^30.0^1.9,4,0,1,0.0,3.8791899999999995,1,5.717,0.0,100.0,100.0,0.0,-1.0,4.001899999999999,1,5.482,0.0,100.0,100.0,0.0,-1.0,3.8373999999999997,1,5.193,0.0,100.0,100.0,0.0,-1.0,3.6350999999999996,1.9,,
40.0,adx_crossover_threshold,[40.  5.],adx_crossover_threshold^40.0^5.0,4,0,1,0.0,4.67698,1,6.275,0.0,100.0,100.0,0.0,-1.0,4.3925,1,7.297,0.0,100.0,100.0,0.0,-1.0,5.1079,1,6.774,0.0,100.0,100.0,0.0,-1.0,4.7418,5.0,,
50.0,adx_crossunder_threshold,[50.  5.],adx_crossunder_threshold^50.0^5.0,4,0,1,0.0,4.791919999999999,1,6.176,0.0,100.0,100.0,0.0,-1.0,4.3232,1,7.582,0.0,100.0,100.0,0.0,-1.0,5.3073999999999995,1,7.415,0.0,100.0,100.0,0.0,-1.0,5.1905,5.0,,
40.0,adx_crossunder_threshold,[40.  5.],adx_crossunder_threshold^40.0^5.0,4,0,1,0.0,4.8232099999999996,1,6.448,0.0,100.0,100.0,0.0,-1.0,4.5136,1,7.147,0.0,100.0,100.0,0.0,-1.0,5.0028999999999995,1,7.611,0.0,100.0,100.0,0.0,-1.0,5.327699999999999,5.0,,
180.0,adx_crossover_threshold,[180.  20.],adx_crossover_threshold^180.0^20.0,4,0,1,0.0,7.8725499999999995,1,10.438,0.0,100.0,100.0,0.0,-1.0,7.3065999999999995,1,11.861,0.0,100.0,100.0,0.0,-1.0,8.3027,1,12.346,0.0,100.0,100.0,0.0,-1.0,8.642199999999999,20.0,,
