param_0,entry_name,params,signal_id,总月份数,有效月份数,总信号数量,总信号密度,score,w20_有效信号数,w20_平均收益%,w20_收益标准差%,w20_胜率%,w20_盈亏比,w20_稳定性,w20_收益衰减率%,w20_score,w40_有效信号数,w40_平均收益%,w40_收益标准差%,w40_胜率%,w40_盈亏比,w40_稳定性,w40_收益衰减率%,w40_score,w60_有效信号数,w60_平均收益%,w60_收益标准差%,w60_胜率%,w60_盈亏比,w60_稳定性,w60_收益衰减率%,w60_score,param_1,param_2,param_3
180.0,smi_d_crossunder0,[180 108 162 'SMA'],smi_d_crossunder0^180^108^162^SMA,4,0,8,0.001,0.6495144770965972,8,0.835,1.158,87.5,0.952,0.721,-1.0,0.6266465889464593,8,0.854,1.618,62.5,2.193,0.528,-1.0,0.62935260815822,8,0.97,1.137,75.0,4.374,0.853,-1.0,0.7369270008795075,108,162,SMA
250.0,stoch_d_crossunder50,[250 150 175],stoch_d_crossunder50^250^150^175,4,0,8,0.001,0.6616035218280629,8,0.794,1.102,87.5,23.2,0.721,-1.0,0.5958458439201452,8,0.992,1.642,75.0,1.699,0.604,-1.0,0.7363515712545675,8,0.956,1.432,75.0,2.035,0.668,-1.0,0.7138756424581005,150,175,
120.0,sma_fast_crossunder_slow_2,[120 312],sma_fast_crossunder_slow_2^120^312,4,0,4,0.001,0.6732740683643239,4,0.778,0.683,75.0,32.867,1.139,-1.0,0.6066349633967788,4,0.588,0.417,100.0,100.0,1.41,-1.0,0.46963856115107905,4,1.471,1.31,75.0,16.238,1.123,-1.0,1.1453250916030535,312,,
210.0,smi_d_crossunder0,[210 147 63 'SMA'],smi_d_crossunder0^210^147^63^SMA,4,0,8,0.001,0.6967633801225976,8,0.851,0.898,87.5,9.004,0.948,-1.0,0.6521521937639199,8,1.028,1.395,75.0,2.717,0.737,-1.0,0.77262858781362,8,0.93,1.392,62.5,3.514,0.668,-1.0,0.6944935344827586,147,63,SMA
18.0,bb_price_crossunder_low,[18.   3.9],bb_price_crossunder_low^18.0^3.9,4,0,1,0.0,0.7025199999999999,1,0.77,0.0,100.0,100.0,0.0,-1.0,0.5389999999999999,1,1.222,0.0,100.0,100.0,0.0,-1.0,0.8553999999999999,1,1.26,0.0,100.0,100.0,0.0,-1.0,0.8819999999999999,3.9,,
18.0,bb_price_crossunder_low_2,[18.   3.9],bb_price_crossunder_low_2^18.0^3.9,4,0,1,0.0,0.7025199999999999,1,0.77,0.0,100.0,100.0,0.0,-1.0,0.5389999999999999,1,1.222,0.0,100.0,100.0,0.0,-1.0,0.8553999999999999,1,1.26,0.0,100.0,100.0,0.0,-1.0,0.8819999999999999,3.9,,
190.0,kdj_k_crossunder_d_2,[190 171 171  85],kdj_k_crossunder_d_2^190^171^171^85,4,0,1,0.0,0.7275099999999999,1,0.532,0.0,100.0,100.0,0.0,-1.0,0.3724,1,1.415,0.0,100.0,100.0,0.0,-1.0,0.9904999999999999,1,1.744,0.0,100.0,100.0,0.0,-1.0,1.2207999999999999,171,171,85
16.0,bb_price_crossunder_high,[16.   3.5],bb_price_crossunder_high^16.0^3.5,4,0,1,0.0,0.73661,1,0.885,0.0,100.0,100.0,0.0,-1.0,0.6194999999999999,1,0.98,0.0,100.0,100.0,0.0,-1.0,0.6859999999999999,1,1.579,0.0,100.0,100.0,0.0,-1.0,1.1053,3.5,,
18.0,kc_price_crossunder_high,[18.   7.   3.9],kc_price_crossunder_high^18.0^7.0^3.9,4,0,1,0.0,0.73661,1,0.885,0.0,100.0,100.0,0.0,-1.0,0.6194999999999999,1,0.98,0.0,100.0,100.0,0.0,-1.0,0.6859999999999999,1,1.579,0.0,100.0,100.0,0.0,-1.0,1.1053,7.0,3.9,
110.0,smacd_crossunder_signal_3,[110 154 110],smacd_crossunder_signal_3^110^154^110,4,0,11,0.002,0.7505325600301322,11,1.045,1.826,81.818,3.108,0.572,-1.0,0.7733629518072289,11,1.046,1.655,72.727,2.245,0.632,-1.0,0.7784768096676739,11,0.889,1.892,72.727,1.684,0.47,-1.0,0.6515402061310782,154,110,
100.0,sma_fast_crossunder_slow_2,[100 280],sma_fast_crossunder_slow_2^100^280,4,0,5,0.001,0.7510097545623083,5,0.859,0.56,100.0,100.0,1.534,-1.0,0.6935351249999999,5,1.066,0.972,80.0,3.585,1.097,-1.0,0.8280363374485595,5,1.001,0.894,80.0,2.333,1.12,-1.0,0.7791564541387023,280,,
250.0,kdj_k_crossunder_d_2,[250 225 125  85],kdj_k_crossunder_d_2^250^225^125^85,4,0,1,0.0,0.8338399999999999,1,0.996,0.0,100.0,100.0,0.0,-1.0,0.6971999999999999,1,1.6,0.0,100.0,100.0,0.0,-1.0,1.1199999999999999,1,1.066,0.0,100.0,100.0,0.0,-1.0,0.7462,225,125,85
8.0,kc_price_crossunder_low,[8.  3.  1.9],kc_price_crossunder_low^8.0^3.0^1.9,4,0,4,0.001,0.8530817382397288,4,1.263,2.466,75.0,2.022,0.512,-1.0,0.9293805474452552,4,1.18,2.138,50.0,9.127,0.552,-1.0,0.8715884003741814,4,0.879,2.806,50.0,2.18,0.313,-1.0,0.6345747220242337,3.0,1.9,
8.0,kc_price_crossunder_low_2,[8.  3.  1.9],kc_price_crossunder_low_2^8.0^3.0^1.9,4,0,4,0.001,0.8530817382397288,4,1.263,2.466,75.0,2.022,0.512,-1.0,0.9293805474452552,4,1.18,2.138,50.0,9.127,0.552,-1.0,0.8715884003741814,4,0.879,2.806,50.0,2.18,0.313,-1.0,0.6345747220242337,3.0,1.9,
16.0,bb_price_crossunder_high_2,[16.   2.5],bb_price_crossunder_high_2^16.0^2.5,4,0,3,0.0,0.9581739855040332,3,1.251,1.454,66.667,55.118,0.86,-1.0,0.9510439270976615,3,1.187,1.351,66.667,11.005,0.879,-1.0,0.9039035751295337,3,1.386,1.542,66.667,4.534,0.899,-1.0,1.0574047470817118,2.5,,
230.0,smacd_crossunder_signal_3,[230 414 253],smacd_crossunder_signal_3^230^414^253,4,0,3,0.0,0.974365047613623,3,1.013,1.292,66.667,2.415,0.784,-1.0,0.7646973916408668,3,1.361,2.028,66.667,1.855,0.671,-1.0,1.0166361291913213,3,1.892,2.263,66.667,2.735,0.836,-1.0,1.435127565178966,414,253,
18.0,kc_price_crossunder_low,[18.   7.   3.7],kc_price_crossunder_low^18.0^7.0^3.7,4,0,3,0.0,1.1013518352189327,3,1.762,2.596,66.667,10.715,0.679,-1.0,1.3171153620955316,3,1.263,2.554,33.333,9.287,0.495,-1.0,0.9278203719655441,3,1.132,3.006,33.333,5.443,0.377,-1.0,0.8222402129075183,7.0,3.7,
18.0,kc_price_crossunder_low_2,[18.   7.   3.7],kc_price_crossunder_low_2^18.0^7.0^3.7,4,0,3,0.0,1.1013518352189327,3,1.762,2.596,66.667,10.715,0.679,-1.0,1.3171153620955316,3,1.263,2.554,33.333,9.287,0.495,-1.0,0.9278203719655441,3,1.132,3.006,33.333,5.443,0.377,-1.0,0.8222402129075183,7.0,3.7,
20.0,bb_price_crossunder_high,[20.   3.9],bb_price_crossunder_high^20.0^3.9,4,0,2,0.0,1.125306,2,1.25,0.365,100.0,100.0,3.425,-1.0,1.1375,2,0.954,0.026,100.0,100.0,36.692,-1.0,0.8681399999999999,2,1.627,0.048,100.0,100.0,33.896,-1.0,1.48057,3.9,,
50.0,bb_price_crossunder_high_2,[50.   2.1],bb_price_crossunder_high_2^50.0^2.1,4,0,1,0.0,1.2578299999999998,1,1.801,0.0,100.0,100.0,0.0,-1.0,1.2607,1,1.714,0.0,100.0,100.0,0.0,-1.0,1.1998,1,1.911,0.0,100.0,100.0,0.0,-1.0,1.3377,2.1,,
200.0,adx_crossunder_threshold,[200.  20.],adx_crossunder_threshold^200.0^20.0,4,0,1,0.0,2.70172,1,3.963,0.0,100.0,100.0,0.0,-1.0,2.7741,1,3.737,0.0,100.0,100.0,0.0,-1.0,2.6159,1,3.785,0.0,100.0,100.0,0.0,-1.0,2.6494999999999997,20.0,,
230.0,adx_crossunder_threshold,[230.  20.],adx_crossunder_threshold^230.0^20.0,4,0,1,0.0,2.71411,1,4.137,0.0,100.0,100.0,0.0,-1.0,2.8958999999999997,1,3.294,0.0,100.0,100.0,0.0,-1.0,2.3058,1,4.103,0.0,100.0,100.0,0.0,-1.0,2.8720999999999997,20.0,,
130.0,adx_crossover_threshold,[130.  25.],adx_crossover_threshold^130.0^25.0,4,0,2,0.0,3.385566137364227,2,3.459,1.995,100.0,100.0,1.734,-1.0,2.8411133684210523,2,4.457,2.036,100.0,100.0,2.189,-1.0,3.802876144400785,2,4.925,2.522,100.0,100.0,1.953,-1.0,4.120733049167327,25.0,,
45.0,adx_crossover_threshold,[45. 35.],adx_crossover_threshold^45.0^35.0,4,0,2,0.0,3.8403055641710404,2,3.912,2.242,100.0,100.0,1.745,-1.0,3.2162153791257806,2,4.612,1.914,100.0,100.0,2.41,-1.0,4.006319582027168,2,5.661,1.761,100.0,100.0,3.215,-1.0,5.151509999999999,35.0,,
