datetime,open,high,low,close,volume,bb_neutral^80.0^2.9|adx_lower_threshold^200.0^10.0&price_crossunder_sma_2^20|smi_k_crossunder_d^160^144^48&kdj_k_crossover50^29^23|trailing_stop^34^3.0,trix_decrease^8|rsi_oversold^160^50&price_crossunder_sma^25|tsi_crossunder_signal^210^126^105^EMA&emacd_start_increase^120^288|trailing_stop^34^3.5,emacd_histogram_decrease^6^11^6|atr_fast_higher_slow^90^162&rsi_crossunder50^70|kc_price_crossunder_low^12.0^5.0^3.1&kdj_k_crossover50^30^21|trailing_stop^34^3.5,mass_higher1^150^60|atr_fast_higher_slow^90^162&roc_crossunder0^18|smi_d_crossunder0^220^110^198^SMA&smacd_histogram_start_increase^230^460^253|trailing_stop^34^3.5,smacd_histogram_decrease^140^196^98|adx_lower_threshold^200.0^10.0&sma_fast_crossunder_slow_3^200^320|ema_fast_crossunder_slow^230^506&stoch_k_crossover50^220^154|trailing_stop^34^2.5,sma_fast_lower_slow^80^128|rvi_signal_neutral^250^200^10.0^-10.0^SMA&ema_fast_crossunder_slow^230^506|rvi_signal_crossunder0^250^175^EMA&sma_fast_crossover_slow_3^25^45|trailing_stop^34^2.5,stoch_d_oversold^190^171^133^50|adx_lower_threshold^200.0^10.0&stoch_k_crossunder50^100^70|sma_fast_crossunder_slow^220^616&mass_crossunder1^80^32|trailing_stop^34^3.0,rvi_oversold^140^0.0^SMA|atr_fast_lower_slow^150^420&sma_fast_crossunder_slow_3^200^320|emacd_histogram_start_decrease^190^266^209&smi_k_crossover_d^80^56^24|trailing_stop^34^2.5,aroon_diff_lower0^130|rvi_oversold^140^0.0^SMA&price_crossunder_sma_2^20|tsi_crossunder0^220^132^EMA&tsi_crossover_signal^230^138^207^SMA|trailing_stop^34^3.5,smi_k_lower_d^8^4^6|stoch_d_neutral^40^36^28^75^25&stoch_k_crossunder_d_2^160^128^144^80|adx_crossunder_threshold^45.0^30.0&tsi_crossover_signal^230^138^207^SMA|trailing_stop^34^3.0,emacd_histogram_decrease^12^29^16|emacd_lower_signal^70^112^77&mass_crossunder1^70^35|stoch_d_crossunder50^230^207^161&tsi_crossover_signal^230^138^207^SMA|trailing_stop^34^3.5,sma_fast_lower_slow^80^128|smi_k_lower_d^8^4^6&rvi_crossunder0^23^SMA|aroon_diff_crossunder0^130&smacd_histogram_start_increase^230^460^253|trailing_stop^34^3.5,aroon_diff_lower0^130|rvi_oversold^140^0.0^SMA&tsi_crossunder0^220^132^EMA|sma_fast_crossunder_slow^220^616&tsi_crossover_signal^230^138^207^SMA|trailing_stop^34^3.5,stoch_d_oversold^190^171^133^50|kdj_d_neutral^11^4^8^70^30&stoch_k_crossunder50^100^70|ema_fast_crossunder_slow^220^528&sma_fast_crossover_slow^130^364|trailing_stop^34^3.0,bb_neutral^80.0^2.9|rvi_neutral^29^35.0^-35.0^EMA&ema_fast_crossunder_slow^230^506|smi_d_crossunder0^210^168^63^SMA&stoch_k_crossover_d^80^48^72|trailing_stop^34^3.5,rvi_lower_signal^12^11|stoch_d_neutral^40^36^28^75^25&mass_crossunder1^70^35|ma_atr_short_signal^90.0^108.0^2.8&emacd_crossover_signal^80^176^48|trailing_stop^34^2.5,price_lower_ema^170|stoch_d_oversold^190^171^133^50&stoch_k_crossunder50^100^70|ema_fast_crossunder_slow^220^528&tsi_crossover_signal^230^138^207^SMA|trailing_stop^34^2.5,trix_lower0^50|stoch_k_neutral^150^45^55^45&mass_crossunder1^70^35|smacd_crossunder_signal_2^220^616^132&smacd_crossover_signal^190^380^171|trailing_stop^34^2.5,sma_fast_lower_slow^80^128|rvi_oversold^170^0.0^SMA&rsi_crossunder50^11|sma_fast_crossunder_slow^220^616&emacd_crossover_signal^80^176^48|trailing_stop^34^3.0
2026-02-01 23:00:00,5.905,5.905,5.76,5.8,2342.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-01 23:15:00,5.8035,5.828,5.733,5.761,1980.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-01 23:30:00,5.762,5.8185,5.7435,5.807,1279.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-01 23:45:00,5.809,5.8165,5.77,5.77,1125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 00:00:00,5.7715,5.868,5.771,5.8425,1386.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 00:15:00,5.843,5.878,5.843,5.8635,1183.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 00:30:00,5.8635,5.8675,5.8065,5.809,858.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 00:45:00,5.8125,5.877,5.8105,5.863,1165.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 01:00:00,5.865,5.893,5.7225,5.771,3635.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 01:15:00,5.767,5.7985,5.7415,5.7755,1624.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 01:30:00,5.7665,5.817,5.757,5.81,1159.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 01:45:00,5.81,5.8235,5.7835,5.82,1110.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 02:00:00,5.8175,5.83,5.791,5.8195,591.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 02:15:00,5.8195,5.8255,5.7915,5.7975,1210.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 02:30:00,5.796,5.825,5.783,5.8,1004.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 02:45:00,5.798,5.799,5.7555,5.7635,764.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 03:00:00,5.761,5.773,5.7435,5.75,573.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 03:15:00,5.7505,5.7795,5.743,5.7545,736.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 03:30:00,5.756,5.7605,5.709,5.711,1355.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 03:45:00,5.712,5.714,5.652,5.668,2084.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:00:00,5.676,5.695,5.652,5.6905,1127.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:15:00,5.6875,5.72,5.687,5.718,545.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:30:00,5.7165,5.73,5.7075,5.725,504.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 04:45:00,5.726,5.735,5.7195,5.7265,167.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:00:00,5.7275,5.731,5.7115,5.718,311.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:15:00,5.719,5.722,5.713,5.7155,233.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:30:00,5.7155,5.743,5.665,5.6705,1240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 05:45:00,5.6715,5.673,5.6165,5.6375,1646.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:00:00,5.64,5.654,5.6245,5.6385,869.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:15:00,5.6355,5.6415,5.57,5.59,1731.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:30:00,5.5895,5.5985,5.564,5.5825,1126.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 06:45:00,5.581,5.6275,5.5705,5.615,1226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:00:00,5.616,5.658,5.6055,5.6405,1044.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:15:00,5.6385,5.67,5.6265,5.67,778.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:30:00,5.675,5.72,5.671,5.7185,1418.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 07:45:00,5.718,5.724,5.6985,5.717,712.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:00:00,5.7175,5.744,5.7025,5.7405,840.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:15:00,5.741,5.7615,5.73,5.751,736.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:30:00,5.755,5.761,5.7275,5.7475,608.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 08:45:00,5.7505,5.7705,5.744,5.768,523.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:00:00,5.7665,5.792,5.7475,5.783,840.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:15:00,5.781,5.8025,5.76,5.794,687.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:30:00,5.7955,5.8295,5.7935,5.804,1127.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 09:45:00,5.803,5.822,5.792,5.8045,671.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:00:00,5.802,5.8375,5.797,5.8345,534.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:15:00,5.8355,5.8375,5.8065,5.8185,727.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:30:00,5.8175,5.8335,5.796,5.805,534.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 10:45:00,5.805,5.8135,5.7905,5.8115,684.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:00:00,5.8125,5.836,5.8085,5.8325,656.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:15:00,5.8355,5.8415,5.811,5.83,494.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:30:00,5.8285,5.8375,5.816,5.8185,466.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 11:45:00,5.82,5.832,5.7965,5.797,387.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:00:00,5.7985,5.9,5.7985,5.8905,4589.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:15:00,5.8905,5.8905,5.838,5.8805,996.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:30:00,5.879,5.89,5.847,5.85,1013.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 12:45:00,5.851,5.8975,5.824,5.864,2871.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:00:00,5.8665,5.867,5.767,5.8205,4599.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:15:00,5.8215,5.828,5.7635,5.7845,3470.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:30:00,5.783,5.798,5.7515,5.7685,2358.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 13:45:00,5.7685,5.816,5.768,5.807,1730.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:00:00,5.8075,5.8285,5.797,5.807,1538.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:15:00,5.8055,5.817,5.7815,5.8045,1082.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:30:00,5.8025,5.862,5.79,5.835,1448.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 14:45:00,5.8335,5.838,5.79,5.801,985.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 15:00:00,5.799,5.8155,5.7755,5.8095,1174.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 15:15:00,5.8105,5.8375,5.804,5.8155,1016.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 15:30:00,5.8145,5.831,5.797,5.8135,901.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 15:45:00,5.813,5.821,5.793,5.8015,1126.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 16:00:00,5.8035,5.857,5.7965,5.853,2111.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 16:15:00,5.8525,5.865,5.827,5.8325,813.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 16:30:00,5.83,5.8405,5.8145,5.833,832.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 16:45:00,5.831,5.8355,5.8125,5.833,532.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 17:00:00,5.832,5.8625,5.829,5.86,731.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 17:15:00,5.8605,5.861,5.8185,5.828,553.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 17:30:00,5.8265,5.841,5.818,5.8335,657.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 17:45:00,5.8335,5.8375,5.8125,5.822,2080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 18:00:00,5.8215,5.826,5.7965,5.7965,964.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 18:15:00,5.797,5.7985,5.7755,5.7885,1123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 18:30:00,5.789,5.829,5.789,5.8235,381.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 18:45:00,5.821,5.827,5.804,5.813,229.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 19:00:00,5.8115,5.8135,5.7975,5.8035,219.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 19:15:00,5.803,5.815,5.7985,5.812,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 19:30:00,5.811,5.8365,5.807,5.835,301.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 19:45:00,5.8345,5.844,5.8285,5.832,213.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 20:00:00,5.8325,5.844,5.8225,5.8395,152.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 20:15:00,5.837,5.837,5.808,5.837,339.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 20:30:00,5.8355,5.846,5.8285,5.829,346.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 20:45:00,5.8285,5.844,5.815,5.833,456.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 21:00:00,5.8325,5.845,5.8315,5.8435,293.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 21:15:00,5.8435,5.8445,5.834,5.841,175.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 21:30:00,5.8415,5.8415,5.829,5.834,113.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 21:45:00,5.8335,5.836,5.827,5.8325,90.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 23:00:00,5.8395,5.86,5.83,5.847,439.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 23:15:00,5.846,5.891,5.8455,5.888,383.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 23:30:00,5.887,5.887,5.8575,5.8665,271.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-02 23:45:00,5.8635,5.89,5.8635,5.89,263.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 00:00:00,5.8885,5.8925,5.8625,5.869,244.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 00:15:00,5.869,5.9375,5.869,5.9185,719.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 00:30:00,5.9175,5.919,5.8955,5.8985,425.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 00:45:00,5.8985,5.899,5.865,5.872,558.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 01:00:00,5.8695,5.917,5.85,5.9125,1585.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 01:15:00,5.9185,5.925,5.9,5.921,1029.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 01:30:00,5.921,5.93,5.898,5.9295,870.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 01:45:00,5.929,5.942,5.905,5.9415,787.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 02:00:00,5.9435,5.944,5.886,5.8965,691.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 02:15:00,5.896,5.898,5.874,5.8815,445.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 02:30:00,5.8775,5.884,5.84,5.8435,852.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-03 02:45:00,5.841,5.8625,5.835,5.862,506.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
